Beneficiary,Category/Purpose,Department,Net value,VAT Value,Gross,Date incurred -Payment Date
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,10110,0,10110,45191
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,10447,0,10447,45131
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,10447,0,10447,45162
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,11421.28,0,11421.28,45162
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,11421.29,0,11421.29,45131
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,-1808.25,0,-1808.25,45139
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,428.4,0,428.4,45196
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,444,0,444,45131
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,444,0,444,45196
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,524.32,0,524.32,45161
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,555,0,555,45161
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,589.86,0,589.86,45131
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,655.4,0,655.4,45196
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,96,0,96,45131
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,96,0,96,45196
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,792,0,792,45131
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,792,0,792,45196
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,108,0,108,45161
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,891,0,891,45161
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,144,0,144,45196
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,1080,0,1080,45196
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,156,0,156,45131
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,156,0,156,45161
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,1170,0,1170,45131
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,1170,0,1170,45161
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,1890,0,1890,45161
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,1980,0,1980,45131
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,1980,0,1980,45196
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,420,0,420,45161
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,1890,0,1890,45161
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,440,0,440,45196
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,1980,0,1980,45196
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,204,0,204,45161
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,2550,0,2550,45161
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,252,0,252,45161
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,252,0,252,45161
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,2520,0,2520,45161
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,2520,0,2520,45161
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,264,0,264,45131
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,264,0,264,45131
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,264,0,264,45196
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,264,0,264,45196
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,2640,0,2640,45131
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,2640,0,2640,45131
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,2640,0,2640,45196
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,2640,0,2640,45196
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,216,0,216,45131
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,2700,0,2700,45131
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,3402,0,3402,45161
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,3564,0,3564,45131
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,3564,0,3564,45196
Seva Education Health & Care Ltd,Travel Exps (public),Working Together - Learning Disability,900,0,900,45139
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,3960,0,3960,45139
Seva Education Health & Care Ltd,Residential Schools,Ind Residential Day School Placement,19333.33,0,19333.33,45127
Seva Education Health & Care Ltd,Residential Schools,Ind Residential Day School Placement,19333.33,0,19333.33,45127
Seva Education Health & Care Ltd,Residential Schools,Ind Residential Day School Placement,22000,0,22000,45134
Seva Education Health & Care Ltd,Residential Schools,Ind Residential Day School Placement,22000,0,22000,45134
Seva Education Health & Care Ltd,Residential Schools,Ind Residential Day School Placement,22000,0,22000,45134
Seva Education Health & Care Ltd,Residential Schools,Ind Residential Day School Placement,22000,0,22000,45134
Seva Education Health & Care Ltd,Residential Schools,Ind Residential Day School Placement,22000,0,22000,45134
Seva Education Health & Care Ltd,Residential Schools,Ind Residential Day School Placement,22000,0,22000,45177
Seymour House,Residential Placemnt,Long Term Care,681.15,0,681.15,45177
Seymour House,Residential Placemnt,Long Term Care,702.15,0,702.15,45177
Seymour House,Residential Placemnt,Long Term Care,752.85,0,752.85,45177
Seymour House,Residential Placemnt,Self funders L.T.- Adult Social Care,773.33,0,773.33,45177
Seymour House,Residential Placemnt,Long Term Care,773.33,0,773.33,45177
Seymour House,Residential Placemnt,Long Term Care,773.33,0,773.33,45177
Seymour House,Residential Placemnt,Long Term Care,773.33,0,773.33,45177
Seymour House,Residential Placemnt,Long Term Care,773.33,0,773.33,45177
Seymour House,Residential Placemnt,Long Term Care,773.34,0,773.34,45177
Seymour House,Residential Placemnt,Interim Funding,1079.65,0,1079.65,45177
Seymour House,Residential Placemnt,Long Term Care,2883.09,0,2883.09,45131
Seymour House,Residential Placemnt,Long Term Care,2883.09,0,2883.09,45162
Seymour House,Residential Placemnt,Long Term Care,2929.59,0,2929.59,45191
Seymour House,Residential Placemnt,Self funders L.T.- Adult Social Care,3175.24,0,3175.24,45131
Seymour House,Residential Placemnt,Long Term Care,3175.24,0,3175.24,45131
Seymour House,Residential Placemnt,Long Term Care,3175.24,0,3175.24,45131
Seymour House,Residential Placemnt,Self funders L.T.- Adult Social Care,3175.24,0,3175.24,45162
Seymour House,Residential Placemnt,Long Term Care,3175.24,0,3175.24,45162
Seymour House,Residential Placemnt,Long Term Care,3175.24,0,3175.24,45162
Seymour House,Residential Placemnt,Long Term Care,3175.28,0,3175.28,45162
Seymour House,Residential Placemnt,Long Term Care,3175.28,0,3175.28,45162
Seymour House,Residential Placemnt,Long Term Care,3175.28,0,3175.28,45162
Seymour House,Residential Placemnt,Long Term Care,3175.29,0,3175.29,45131
Seymour House,Residential Placemnt,Long Term Care,3175.29,0,3175.29,45131
Seymour House,Residential Placemnt,Long Term Care,3175.29,0,3175.29,45131
Seymour House,Residential Placemnt,Long Term Care,3175.37,0,3175.37,45131
Seymour House,Residential Placemnt,Long Term Care,3175.37,0,3175.37,45131
Seymour House,Residential Placemnt,Long Term Care,3175.38,0,3175.38,45162
Seymour House,Residential Placemnt,Long Term Care,3175.38,0,3175.38,45162
Seymour House,Residential Placemnt,Self funders L.T.- Adult Social Care,3226.46,0,3226.46,45191
Seymour House,Residential Placemnt,Long Term Care,3226.46,0,3226.46,45191
Seymour House,Residential Placemnt,Long Term Care,3226.46,0,3226.46,45191
Seymour House,Residential Placemnt,Long Term Care,3226.5,0,3226.5,45191
Seymour House,Residential Placemnt,Long Term Care,3226.5,0,3226.5,45191
Seymour House,Residential Placemnt,Long Term Care,3226.5,0,3226.5,45191
Seymour House,Residential Placemnt,Long Term Care,3226.59,0,3226.59,45191
Seymour House,Residential Placemnt,Long Term Care,3226.59,0,3226.59,45191
Seymour House,Residential Placemnt,Interim Funding,4433,0,4433,45131
Seymour House,Residential Placemnt,Interim Funding,4433,0,4433,45162
Seymour House,Residential Placemnt,Interim Funding,4504.5,0,4504.5,45191
Shalini Silva,Private Nurseries,2 year old offer,5449.5,0,5449.5,45176
Shalini Silva,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,6715.8,0,6715.8,45187
Shaw & Sons Ltd,Election Costs,Reg Electors-General,146213,29242.6,175455.6,45190
Shekinah Support Ltd,Semi Independent,Leaving Care Placements,3800,0,3800,45148
Shekinah Support Ltd,Semi Independent,Leaving Care Placements,10042.86,0,10042.86,45117
SHPS Homes Limited,Misc Supp & Serv Cst,Asylum Client Expenditure,750,0,750,45117
SHPS Homes Limited,Foster Payments,Asylum Client Expenditure,2035.71,0,2035.71,45117
SHPS Homes Limited,Misc Supp & Serv Cst,Asylum Client Expenditure,775,0,775,45114
SHPS Homes Limited,Misc Supp & Serv Cst,Asylum Client Expenditure,775,0,775,45148
SHPS Homes Limited,Misc Supp & Serv Cst,Asylum Client Expenditure,775,0,775,45183
SHPS Homes Limited,Foster Payments,Asylum Client Expenditure,2103.57,0,2103.57,45114
SHPS Homes Limited,Foster Payments,Asylum Client Expenditure,2103.57,0,2103.57,45148
SHPS Homes Limited,Foster Payments,Asylum Client Expenditure,2103.57,0,2103.57,45183
Shri Hari Care Ltd/ Heritage Healthcare Milton Keynes,Domiciliary Care,Personalisation,1628.55,0,1628.55,45121
Shweta Banthiya,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,1002.6,0,1002.6,45153
Signature Transfers LTD,Trans (Private Hire),Brent SNT Childrens,1080,216,1296,45145
Signature Transfers LTD,Trans (Private Hire),P-DSG Transport Educ - Ops,1740,348,2088,45145
Signis Ltd,Grants and Subscript,Integrated Care,9200,1840,11040,45183
Signis Ltd,Grants and Subscript,Fostering,1500,300,1800,45183
Signis Ltd,Grants and Subscript,Training - Childrens Services,8600,1720,10320,45183
Silver Birch Care Ltd,Foster Payments,Asylum Client Expenditure,3543.42,0,3543.42,45114
Silver Birch Care Ltd,Foster Payments,Asylum Client Expenditure,3661.53,0,3661.53,45176
Silver Birch Care Ltd,Foster Payments,Asylum Client Expenditure,3661.53,0,3661.53,45176
Silver Birch Care Ltd,Semi Independent,Childrens Placements,3543.43,0,3543.43,45114
Silver Birch Care Ltd,Semi Independent,Childrens Placements,288,0,288,45114
Silver Birch Care Ltd,Semi Independent,Childrens Placements,3661.54,0,3661.54,45177
Silver Birch Care Ltd,Semi Independent,Childrens Placements,297.6,0,297.6,45177
Silver Birch Care Ltd,Semi Independent,Childrens Placements,3661.54,0,3661.54,45177
Silver Birch Care Ltd,Semi Independent,Childrens Placements,297.6,0,297.6,45177
Simon Horsington and associates Ltd,Levies (not in SL),Revenues - Dso,10000,2000,12000,45182
Simply Care (UK) Limited,Nursing Care,Working Together - Learning Disability,1223.1,0,1223.1,45180
Simply Care (UK) Limited,Nursing Care,Working Together - Learning Disability,1792.15,0,1792.15,45180
Simply Care (UK) Limited,Nursing Care,Working Together - Learning Disability,8370,0,8370,45131
Simply Care (UK) Limited,Nursing Care,Working Together - Learning Disability,8370,0,8370,45162
Simply Care (UK) Limited,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-2511,0,-2511,45131
Simply Care (UK) Limited,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-2511,0,-2511,45162
Simply Care (UK) Limited,Nursing Care,Working Together - Learning Disability,8343,0,8343,45191
Simply Care (UK) Limited,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-2430,0,-2430,45191
Simply Care (UK) Limited,Nursing Care,Working Together - Learning Disability,7358.91,0,7358.91,45131
Simply Care (UK) Limited,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-973,0,-973,45131
Simply Care (UK) Limited,Nursing Care,Working Together - Learning Disability,7358.92,0,7358.92,45162
Simply Care (UK) Limited,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-973,0,-973,45162
Simply Care (UK) Limited,Nursing Care,Working Together - Learning Disability,7477.59,0,7477.59,45191
Simply Care (UK) Limited,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-941.61,0,-941.61,45191
Simply Care (UK) Limited,Nursing Care,Working Together - Learning Disability,8453.74,0,8453.74,45191
Simply Care (UK) Limited,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-941.61,0,-941.61,45191
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,763.6,0,763.6,45131
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,763.6,0,763.6,45161
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,802.72,0,802.72,45176
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,974.08,0,974.08,45131
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,974.08,0,974.08,45161
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,1023.96,0,1023.96,45176
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,1051.12,0,1051.12,45131
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,1051.12,0,1051.12,45161
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,1104.92,0,1104.92,45176
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,1394.4,0,1394.4,45131
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,1394.4,0,1394.4,45161
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,1465.8,0,1465.8,45176
SJ Stephens Associates Ltd,Private Contractors,Cap - Environment,1125,225,1350,45183
SJEDUCATION LTD,Consultants Fees,Harrow Schools Standards & Effectivenes,3994,0,3994,45180
SJEDUCATION LTD,Consultants Fees,Harrow Schools Standards & Effectivenes,506,0,506,45180
Skyfall Construction Limited,Landld Rprs Exit Cts,Cap - Housing,20820,4164,24984,45145
Slade T/A Slade (London),Build Maint Exit Cst,Housing Repairs,1191.51,238.302,1429.812,45175
Slade T/A Slade (London),Build Maint Exit Cst,Cyclical Maintenance,2420.48,484.086,2904.566,45113
Slade T/A Slade (London),Build Maint Exit Cst,Estate Services,3247.8,649.56,3897.36,45159
Slade T/A Slade (London),Build Maint Exit Cst,Cyclical Maintenance,3669.5,733.9,4403.4,45156
Slade T/A Slade (London),Build Maint Exit Cst,Housing Repairs,4173.77,834.754,5008.524,45112
Slade T/A Slade (London),Build Maint Exit Cst,Housing Repairs,8630.51,1726.102,10356.612000000001,45140
Slade T/A Slade (London),Voids - Exit Costs,Housing Repairs,9361.67,1872.334,11234.004,45142
Slade T/A Slade (London),Voids - Exit Costs,Housing Repairs,10580.97,2116.194,12697.163999999999,45119
Slade T/A Slade (London),Build Maint Exit Cst,Housing Repairs,10769.35,2153.87,12923.220000000001,45154
Slade T/A Slade (London),Build Maint Exit Cst,Housing Repairs,17609.89,3521.968,21131.858,45139
Slade T/A Slade (London),Build Maint Exit Cst,Housing Repairs,25614.77,5122.954,30737.724000000002,45139
Slade T/A Slade (London),Build Maint Exit Cst,Housing Repairs,27840.86,5568.172,33409.032,45188
Slade T/A Slade (London),Build Maint Exit Cst,Housing Repairs,34110.75,6822.15,40932.9,45112
Slade T/A Slade (London),Build Maint Exit Cst,Housing Repairs,38528.63,7705.726,46234.356,45175
Slade T/A Slade (London),Build Maint Exit Cst,Housing Repairs,38675.82,7735.164,46410.984,45120
SL-Complete Limited,Equipment Purchases,IT Operations Service Management,837.5,167.5,1005,45163
SL-Complete Limited,Equipment Purchases,IT Operations Service Management,5,1,6,45163
SL-Complete Limited,Computer Purchases,IT Operations Service Management,1275,255,1530,45154
SL-Complete Limited,Computer Purchases,IT Operational Delivery Cost,1275,255,1530,45155
SL-Complete Limited,Computer Software,IT Delivery,1285.6,257.12,1542.7199999999998,45170
SL-Complete Limited,Computer Software,IT Delivery,5,1,6,45170
SL-Complete Limited,Computer Purchases,IT Operational Delivery Cost,2728.5,545.7,3274.2,45138
SL-Complete Limited,Mobile Phones,Network & Traffic Team,1273.3,254.66,1527.96,45154
SL-Complete Limited,Computer Purchases,Integrated Care,769.48,153.896,923.376,45195
SL-Complete Limited,Computer Software,Children Looked After Team 1,769.48,153.896,923.376,45197
SL-Complete Limited,Computer Purchases,PIT & Sensory,840.88,168.176,1009.056,45174
SL-Complete Limited,Computer Purchases,Milmans Day Centre,1057.44,211.488,1268.928,45167
Smart Transport Hub,Private Contractors,TFL funded revenue schemes,11985,2397,14382,45183
Smarter Property Services,Equipment Purchases,Integrated Care,800,0,800,45182
SMI Int Group Ltd,Clothes & Uniforms,Divisional Director Environment & Cultur,789.5,157.9,947.4,45125
SMI Int Group Ltd,Clothes & Uniforms,Divisional Director Environment & Cultur,954.6,190.92,1145.52,45125
SMI Int Group Ltd,Clothes & Uniforms,Divisional Director Environment & Cultur,1666.41,333.282,1999.692,45190
Smiles,Private Contractors,Car Pk-M/S.Queens Hse.,1885,0,1885,45140
Smiles,Private Contractors,Car Pk-M/S.Queens Hse.,1885,0,1885,45148
Smiles,Private Contractors,Car Pk-M/S.Queens Hse.,1885,0,1885,45152
Snowflake school,Residential Schools,Ind Residential Day School Placement,19533,0,19533,45154
Snowflake school,Residential Schools,Ind Residential Day School Placement,19912,0,19912,45154
SoloProtect Limited,Misc Supp & Serv Cst,Environmental Health - Commercial,598.88,119.766,718.646,45120
SoloProtect Limited,Misc Supp & Serv Cst,Environmental Health - Commercial,598.88,119.766,718.646,45175
