Portfolio,Directorate,Division,Service Area,Type of Expenditure,Payee,Payment Date,Amount (£)
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45334,2144.52
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45349,2144.52
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45349,2144.52
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45349,2144.52
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45352,2144.52
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45362,2144.52
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45376,2144.52
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45376,2144.52
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45376,2144.52
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Butterflies - The Oldham College Day Nursery,45349,2139
People,Children´s Services,Children´s Social Care,Children in Care,CWD Community Independent Care,Pennine Social Care Ltd,45322,2139
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Adorable Steps Childcare Limited,45349,2139
Place,Economy,Economy,Facilities Management,Operational Materials,Alliance Disposables Ltd,45356,2137.4
People,Children´s Services,Children´s Social Care,Children in Care,Payments To Carers/Volunteers/Providers,V Care 24 Limited,45372,2132
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Galleries Exhibition Costs,Elizabeth Jowett Conservation Of Paintings,45330,2130
People,Children´s Services,Children´s Social Care,Children´s Services Intergration,Agency Staff,Permanent Futures Ltd,45295,2125
People,Children´s Services,Children´s Social Care,Children´s Services Intergration,Agency Staff,Permanent Futures Ltd,45316,2125
People,Children´s Services,Children´s Social Care,Children´s Services Intergration,Agency Staff,Permanent Futures Ltd,45341,2125
People,Children´s Services,Children´s Social Care,Children´s Services Intergration,Agency Staff,Permanent Futures Ltd,45345,2125
People,Children´s Services,Children´s Social Care,Children´s Services Intergration,Agency Staff,Permanent Futures Ltd,45352,2125
People,Children´s Services,Children´s Social Care,Children´s Services Intergration,Agency Staff,Permanent Futures Ltd,45352,2125
People,Public Health,Public Health (Client and Delivery),Public Health (Client and Delivery),Services - Payments To Contractors,Lloyds Pharmacy Ltd,45308,2123.15
People,Children´s Services,Children´s Social Care,Children in Care,CWD Community Independent Care,Apollo Home Healthcare Limited,45376,2123
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45306,2121.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45307,2121.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45316,2121.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45329,2121.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45334,2121.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45336,2121.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45337,2121.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45349,2121.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45362,2121.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45363,2121.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45372,2121.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45372,2121.34
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45377,2121.34
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Susan Senior,45349,2120.25
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45299,2120
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45352,2116.11
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45306,2113.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45307,2113.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45316,2113.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45331,2113.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45337,2113.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45349,2113.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45349,2113.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45352,2113.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45362,2113.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45367,2113.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45376,2113.5
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rowan Ashworth Ltd,45313,2110
Place,Environmental Services,Environmental Services,Highways,Services - Payments To Contractors,Trafficare Ltd,45331,2110
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45303,2108.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45307,2108.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45320,2108.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45334,2108.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45337,2108.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45349,2108.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45349,2108.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45352,2108.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45362,2108.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45363,2108.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45367,2108.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45376,2108.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45377,2108.33
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Baltimore Consulting Ltd,45327,2106
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Baltimore Consulting Ltd,45329,2106
Place,"Economic Development, Enterprise and Skills",Capital - Asset Management,Capital - Boroughwide Developments,Fees - Other,Ellis Williams Architects Ltd,45348,2105
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45302,2104.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45308,2104.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45310,2104.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45334,2104.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45344,2104.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45349,2104.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45349,2104.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45356,2104.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45364,2104.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45367,2104.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45367,2101.05
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Operational Materials,New Image (Public Relations) Ltd,45348,2100
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Wilde Consulting Ltd,45329,2100
Place,Youth & Communities,Community Services,Stronger Communities,Services - Professional Fees,Sharon Sykes,45329,2100
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Services - Professional Fees,Oldham Youth Zone T/A Mahdlo,45335,2099.97
Place,Economy,Economy,Estates,Corporate Security,Capricorn Media Protection Ltd,45360,2096
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Galleries Exhibition Costs,James Caverhill Conservation Ltd,45330,2090
People,Children´s Services,Preventative Services,Early Help,Services - Professional Fees,SafeLives,45329,2082.5
People,Children´s Services,Preventative Services,Early Help,Services - Professional Fees,SafeLives,45330,2082.5
Place,Youth & Communities,Community Services,Stronger Communities,Asylum Seekers,First Choice Homes Ltd (FCHO),45366,2082.38
Place,Environmental Services,Environmental Services,Public Protection,Services - Payments To Contractors,DH Complete Cleaning Contractors,45342,2081
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Optima Building Solutions Ltd,45315,2080
