PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT ,DESCRIPTION,£ SPEND (EXCLUDING VAT,
14/02/2024,Care for May Ltd (Trading as Caremark Lewisham),MENTAL HEALTH SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,336,
14/02/2024,Care Quality Commission,SHARED LIVES,INTERNAL PROVIDER SERVICES,PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,6560,
14/02/2024,CAS Limited - Clarks Archive Storage Ltd,BUSINESS SUPPORT ,"PSW, WORKFORCE DEVELOPMENT & BUSINESS SUPPORT",OFFICE STATIONERY,282.4,
14/02/2024,Castleton Technology plc,LEWISHAM HOMES NON SLA,IT & DIGITAL SERVICES,ICT MANTENANCE & SUPPORT COSTS,658.33,
14/02/2024,Changing Generations JP Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,18157.01,
14/02/2024,Changing Generations JP Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,14171.34,
14/02/2024,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,528,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,486,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,580,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,323,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,260,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,300,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,436,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,581,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,557,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,1052,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,900,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,1729,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,1188,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,560,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,442,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,806,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,260,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,894,
14/02/2024,Clarke Willmott LLP,DISREPAIRS,HOUSING QUALITY AND INVESTMENT - HRA,LEGAL FEES,320,
14/02/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,390,
14/02/2024,Clearway Services Environment UK,PHASE 3 PRE - CONTRACT - RENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,880,
14/02/2024,CNV Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2506.06,
14/02/2024,Crown Promotions & Removal Ltd,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,PRIVATE CONTRACTORS PAYMENT - OTHER,560,
14/02/2024,Crown Promotions & Removal Ltd,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,PRIVATE CONTRACTORS PAYMENT - OTHER,750,
14/02/2024,Cycle Confident Ltd,LCN CHILD/PARENT/CARER CYCLE TRAINING,HIGHWAYS AND STREETSCENE,STREET & TRAFFIC MGT - OTHER,38000,
14/02/2024,Diagrama Foundation,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3000,
14/02/2024,Diamante Custom Cleaning Ltd,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",320,
14/02/2024,Dignity Direct Homecare Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,805,
14/02/2024,Dignity Direct Homecare Limited,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1207.5,
14/02/2024,Dignity Direct Homecare Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1080.63,
14/02/2024,Dignity Direct Homecare Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,367.5,
14/02/2024,Dignity Direct Homecare Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,3185,
14/02/2024,Dignity Direct Homecare Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,2695,
14/02/2024,Dignity Direct Homecare Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,2065,
14/02/2024,Dignity Direct Homecare Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,2520,
14/02/2024,Dignity Direct Homecare Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,857.5,
14/02/2024,Dignity Direct Homecare Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,927.5,
14/02/2024,Dignity Direct Homecare Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,4777.5,
14/02/2024,Dignity Direct Homecare Limited,SUPPORT AND MEMORY COGNITION NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,2695,
14/02/2024,Dignity Direct Homecare Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1452.5,
14/02/2024,Dignity Direct Homecare Limited,SUPPORT AND MEMORY COGNITION NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,857.5,
14/02/2024,Disclosure and Barring Service,FOSTERING MANAGEMENT,CORPORATE PARENTING,DBS CHECKS - NON-STAFF,9708,
14/02/2024,DM training services,REVENUES OPERATION,REVENUES AND BENEFITS,STAFF TRAINING AND DEVELOPMENT,4800,
14/02/2024,DNH Roofing Specialists Limited,OTHER 13/14 AMP FUNDED - ASSET VALIDATION BACKLOG WORKS - FABRIC,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2981,
14/02/2024,DNH Roofing Specialists Limited,OTHER 13/14 AMP FUNDED - ASSET VALIDATION BACKLOG WORKS - FABRIC,CAPITAL,ASSETS UNDER CONSTRUCTION COST,-2981,
14/02/2024,Eden Care (JA) Ltd,CSC INFRASTRUCTURE,CSC SENIOR MANAGEMENT TEAM,PRIVATE CONTRACTORS PAYMENT - OTHER,1950,
14/02/2024,Eden Care (JA) Ltd,CSC INFRASTRUCTURE,CSC SENIOR MANAGEMENT TEAM,PRIVATE CONTRACTORS PAYMENT - OTHER,2100,
14/02/2024,Eden Care (JA) Ltd,CSC INFRASTRUCTURE,CSC SENIOR MANAGEMENT TEAM,PRIVATE CONTRACTORS PAYMENT - OTHER,1050,
14/02/2024,EduSolutions England Ltd,LEWISHAM LEARNING PARTNERSHIP ,LEWISHAM LEARNING NEEDS,PROFESSIONAL SERVICES ,3250,
14/02/2024,EON Next Energy Limited,COMMUNAL LIGHTING,HOUSING MANAGEMENT DIVISION - HRA,ELECTRICITY,1535.91,
14/02/2024,EON Next Energy Limited,COMMUNAL LIGHTING,HOUSING MANAGEMENT DIVISION - HRA,ELECTRICITY,-663.84,
14/02/2024,Eurovia Infrastructure Ltd,CCTV MODERNISATION PLAN 2017,CAPITAL,ASSETS UNDER CONSTRUCTION COST,51885.65,
14/02/2024,Facework Group CIC,JOBS AND SKILLS PROGRAMMES,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,GRANTS AND CONTRIBUTIONS,12500,
14/02/2024,Facework Group CIC,JOBS AND SKILLS PROGRAMMES,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,GRANTS AND CONTRIBUTIONS,12500,
14/02/2024,Fairley House School,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,12413,
14/02/2024,Fairley House School,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,12413,
14/02/2024,Fairley House School,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,12413,
14/02/2024,Fairley House School,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,12413,
14/02/2024,Fairley House School,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,12413,
14/02/2024,Fairley House School,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,12413,
14/02/2024,Fairley House School,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,12413,
14/02/2024,Farm Kennels,ANIMAL WELFARE,STRATEGIC WASTE MANAGEMENT,ANIMAL SERVICES,2799,
14/02/2024,Field Court Chambers,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,425,
14/02/2024,Field Court Chambers,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,375,
14/02/2024,Field Court Chambers,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,COUNSEL FEES,545,
14/02/2024,Field Court Chambers,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,COUNSEL FEES,425,
14/02/2024,Financial Data Management PLC,ELECTIONS,ELECTORAL SERVICES,ELECTION SERVICES,7520.14,
14/02/2024,Financial Data Management PLC,ELECTIONS,ELECTORAL SERVICES,ELECTION SERVICES,91668.04,
14/02/2024,Fiveways Municipal Vehicle Hire Ltd,FLEET SERVICES,FLEET SERVICES,PURCHASE OF VEHICLES RELATED COSTS,5060,
14/02/2024,Fiveways Municipal Vehicle Hire Ltd,FLEET SERVICES,FLEET SERVICES,PURCHASE OF VEHICLES RELATED COSTS,8625,
14/02/2024,FMG Consulting Ltd,LS: SPORT AND LEISURE MANAGEMENT CLIENT SERVICES,LEISURE,ARTS AND LEISURE SERVICES,4000,
14/02/2024,Fostering Network,FOSTERING SERVICE,CORPORATE PARENTING,PRIVATE CONTRACTORS PAYMENT - OTHER,900,
14/02/2024,FPS Arborist Ltd,TREES-MAINTENANCE-CORE,GREEN SCENE,GROUNDS MAINTENANCE,4492,
14/02/2024,FPS Arborist Ltd,TREES-MAINTENANCE-CORE,GREEN SCENE,GROUNDS MAINTENANCE,2819,
14/02/2024,FPS Arborist Ltd,TREES-MAINTENANCE-CORE,GREEN SCENE,GROUNDS MAINTENANCE,4126,
14/02/2024,Graham Asset Management Ltd,CORPORATE ESTATE MAINTENANCE PROGRAMME 2021-2023 ,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2986.88,
14/02/2024,Grays Storage and Removals Ltd,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,PRIVATE CONTRACTORS PAYMENT - OTHER,535,
14/02/2024,Greenhill Care Homes Ltd T/A Ilsham Valley Nursing Home,MENTAL HEALTH SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,2937.76,
14/02/2024,HM Revenue & Customs,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,PAYE / NI CREDITOR,703.13,
14/02/2024,HM Revenue & Customs,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,PAYE / NI CREDITOR,82705,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,-634.73,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,19690.72,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,25859.09,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,647972.89,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,470778.32,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,37614.43,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,47431.04,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,1119256.45,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,842757.79,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,-2826.51,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,-2507.44,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,-1896.18,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,-752.28,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,53744.34,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,66744.13,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,1474885.13,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,1038158,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,546,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,681,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,2037,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,-1405.47,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,-23757.13,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,-42644.15,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,5215,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,8669,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,66659,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,78760,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,-3891,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,499.89,
14/02/2024,HM Revenue & Customs,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,-600.6,
14/02/2024,HM Revenue & Customs,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,PAYE / NI CREDITOR,-1442.8,
14/02/2024,Hmrc-pensions,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,771244.13,
14/02/2024,Hmrc-pensions,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,404.8,
14/02/2024,Hmrc-pensions,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,-2708.07,
14/02/2024,Hmrc-pensions,HMRC - INCOME TAX & NI,BALANCE SHEET,PAYE / NI CREDITOR,-259.2,
14/02/2024,IG9 Limited,WATERGATE SCHOOL EXPANSION PROJECT 18/19,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2000,
14/02/2024,IG9 Limited,OLD TOWN HALL REFURBISHMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2500,
14/02/2024,IG9 Limited,LEWISHAM TOWN HALL,SGM CAPITAL PROGRAMME,CONSULTANCY FEES,2000,
14/02/2024,IG9 Limited,WATERGATE SCHOOL EXPANSION PROJECT 18/19,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2500,
14/02/2024,IG9 Limited,Redacted,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1000,
14/02/2024,IG9 Limited,WATERGATE SCHOOL EXPANSION PROJECT 18/19,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2500,
14/02/2024,IG9 Limited,WATERGATE SCHOOL EXPANSION PROJECT 18/19,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2000,
14/02/2024,IG9 Limited,WATERGATE SCHOOL EXPANSION PROJECT 18/19,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2000,
14/02/2024,IG9 Limited,WATERGATE SCHOOL EXPANSION PROJECT 18/19,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2000,
14/02/2024,IG9 Limited,OLD TOWN HALL REFURBISHMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,350,
14/02/2024,IG9 Limited,WATERGATE SCHOOL EXPANSION PROJECT 18/19,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2000,
14/02/2024,Imago Community,CARERS LEWISHAM,JOINT COMMISSIONING,GRANTS AND CONTRIBUTIONS,25568.95,
14/02/2024,Inspire Contract Services Ltd,2023 - DALMIAN,CAPITAL,ASSETS UNDER CONSTRUCTION COST,68445.16,
14/02/2024,Integrated Service Programme,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,14946.04,
14/02/2024,Invicta Primary School,CWCN: SEN MAINSTREAM SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,58810,
14/02/2024,James Building Contractors Ltd,AWD EQUIP & ADAPT (PRE JUNE 02),"PACKAGES,PLACEMENTS AND CARERS",BUILDING ALTERATIONS AND MATERIALS,1466.62,
14/02/2024,JGP Resourcing Ltd,LIBS: LIBRARIES OPERATIONAL DEVELOPMENT,LIBRARY & INFORMATION SERVICE,STAFF RECRUITMENT COSTS,1800,
14/02/2024,Joy Productions,LT: THEATRE MANAGEMENT,BROADWAY THEATRE GROUP,ARTS AND LEISURE SERVICES,78574.69,
14/02/2024,Kent Autistic Trust,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,6786.76,
14/02/2024,Kent Autistic Trust,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,12066.94,
14/02/2024,Kent Autistic Trust,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,6567.84,
14/02/2024,Kent Autistic Trust,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,11677.69,
14/02/2024,Kent Autistic Trust,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,6786.76,
14/02/2024,Killgerm Chemicals Ltd,PEST CONTROL & CLINICAL WASTE,GREEN SCENE,HEALTH AND SAFETY WORKS,677.92,
14/02/2024,Lathams Recycling Centre Ltd,GREEN SERVICES,HOUSING MANAGEMENT DIVISION - HRA,WASTE DISPOSAL,618.8,
14/02/2024,Lathams Recycling Centre Ltd,ESTATES ENVIRONMENT RECHARGE TO HRA,HOUSING MANAGEMENT DIVISION - HRA,WASTE DISPOSAL,2322.4,
14/02/2024,Lathams Recycling Centre Ltd,GREEN SERVICES,HOUSING MANAGEMENT DIVISION - HRA,WASTE DISPOSAL,1065,
14/02/2024,Lathams Recycling Centre Ltd,ESTATES ENVIRONMENT RECHARGE TO HRA,HOUSING MANAGEMENT DIVISION - HRA,WASTE DISPOSAL,5911.2,
14/02/2024,Lewisham & Greenwich NHS Trust,CWCN MANAGEMENT SERVICES,CHILDREN WITH COMPLEX NEEDS,RENTS PAYABLE,136152,
14/02/2024,Lewisham Homes Ltd,BUILDING SAFETY,HOUSING QUALITY AND INVESTMENT - HRA,HEALTH AND SAFETY WORKS,14533.24,
14/02/2024,Lewisham Homes Ltd,HOUSING STRATEGY,STRATEGIC HOUSING - HRA,PRIVATE CONTRACTORS PAYMENT - OTHER,13020,
14/02/2024,Lewisham Homes Ltd,ESTATES ENVIRONMENT RECHARGE TO HRA,HOUSING MANAGEMENT DIVISION - HRA,WASTE DISPOSAL,24669,
14/02/2024,Lewisham Homes Ltd,HOUSING MANAGEMENT REVIEW PROJECT COSTS,STRATEGIC HOUSING - HRA,PRIVATE CONTRACTORS PAYMENT - OTHER,49230,
14/02/2024,Lewisham Homes Ltd,COMMUNAL HEATING,HOUSING MANAGEMENT DIVISION - HRA,LIQUID FUEL,3711.63,
14/02/2024,Lewisham Homes Ltd,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,4538.22,
14/02/2024,Lewisham Homes Ltd,LH M & E WORKS,HOUSING QUALITY AND INVESTMENT - HRA,SECURITY OF PREMISES,3535.02,
14/02/2024,Lewisham Homes Ltd,LH HOSTELS M & E WORKS,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,2250,
14/02/2024,Lewisham Homes Ltd,NEW BUILD AND DEVELOPMENT TEAM,REGENERATION SERVICES - HRA,PRIVATE CONTRACTORS PAYMENT - OTHER,10849,
14/02/2024,Lewisham Homes Ltd,NEW BUILD AND DEVELOPMENT TEAM,REGENERATION SERVICES - HRA,PRIVATE CONTRACTORS PAYMENT - OTHER,8250,
14/02/2024,London Borough of Croydon,STREET MARKETS MANAGEMENT & ADMIN.,STREET MARKETS,"ADVERTISING, PUBLICITY AND MARKETING",480.81,
14/02/2024,London Borough of Croydon,PARKING MANAGEMENT,PARKING SERVICES,HIGHWAY SERVICES,302.14,
14/02/2024,London Pensions Fund Authority.,BALANCE SHEET - CORPORATE,BALANCE SHEET,PAYROLL VOLUNTARY DEDUCTIONS,552.76,
14/02/2024,London Pensions Fund Authority.,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,PAYROLL VOLUNTARY DEDUCTIONS,394.39,
14/02/2024,London Youth Events,HAF - HOUSEHOLD FUND 4,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,PRIVATE CONTRACTORS PAYMENT - OTHER,4000,
14/02/2024,LWC Drinks Limited,LT: THEATRE MANAGEMENT,BROADWAY THEATRE GROUP,ARTS AND LEISURE SERVICES,726.54,
14/02/2024,LWC Drinks Limited,LT: THEATRE MANAGEMENT,BROADWAY THEATRE GROUP,ARTS AND LEISURE SERVICES,1497.25,
14/02/2024,Maintenance and Enviromental Services Ltd,REGISTRARS,CORPORATE CUSTOMER RELATIONS,TREE WORKS,400,
14/02/2024,Redacted,UKRAINIAN REFUGEE PROGRAMME,HOUSING NEEDS,PRIVATE CONTRACTORS PAYMENT - OTHER,1080,
14/02/2024,MC Medical Consulting Ltd,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,PROFESSIONAL SERVICES ,900,
14/02/2024,McBains Limited,2023 - ATHELNEY (BOILERS),CAPITAL,ASSETS UNDER CONSTRUCTION COST,53845.61,
14/02/2024,Redacted,LEWISHAM LEARNING PARTNERSHIP ,LEWISHAM LEARNING NEEDS,PROFESSIONAL SERVICES ,2000,
14/02/2024,Michael Page International Recruitment Limited,FINANCIAL MANAGEMENT & SUPPORT HRA,FINANCE AND TECHNOLOGY - HRA,AGENCY STAFF,14175,
14/02/2024,Michael Page International Recruitment Limited,FINANCIAL MANAGEMENT & SUPPORT HRA,FINANCE AND TECHNOLOGY - HRA,AGENCY STAFF,14700,
14/02/2024,Michael Page International Recruitment Limited,FINANCIAL MANAGEMENT & SUPPORT HRA,FINANCE AND TECHNOLOGY - HRA,AGENCY STAFF,2625,
14/02/2024,Michael Page International Recruitment Limited,FINANCIAL MANAGEMENT & SUPPORT HRA,FINANCE AND TECHNOLOGY - HRA,AGENCY STAFF,2750,
