DCC Transparency Report Supplier Payment over ï¿½500,,,,,,,,,,,,,
,,,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,,Purpose of Spend,Procurement Classification,Selection Code 3 Description,,
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,25/04/2023,2481,14303,544.84,Central/East MH Support Adults (under 65) - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,25/04/2023,2490,14304,844.44,Central/East MH Support Adults (under 65) - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,25/04/2023,2491,14305,"1,165.56",Central/East MH Support Adults (under 65) - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,25/04/2023,2520,14306,840.96,Central/East MH Support Adults (under 65) - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,25/04/2023,2600,14307,659.56,Central/East MH Support Adults (under 65) - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,25/04/2023,2646,14308,775.24,Central/East MH Support Adults (under 65) - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,25/04/2023,2737,14310,"1,096.60",Central/East MH Support Adults (under 65) - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,25/04/2023,2967,14311,901.24,Central/East MH Support Adults (under 65) - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,25/04/2023,3157,14313,901.24,Central/East MH Memory Support (under 65) - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,25/04/2023,1547,14314,"1,057.24",Central/East MH PD Support (under 65) - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1600,14315,577.32,East OP (over 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1601,14316,"7,678.92",East Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1609,14317,663.64,East Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1617,14318,647.4,East Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1618,14319,"1,908.44",East Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1654,14320,596.92,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1656,14321,583.72,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1669,14323,668.6,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1696,14326,912.72,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Support to Carers,Community Support - Support to Carers,REDACTED,25/04/2023,1731,14327,640,East Adults Support to Carers: Community: Direct Payments,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1745,14328,911.52,East Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1827,14330,727.24,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1831,14331,967.24,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1875,14332,"1,016.00",East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1883,14333,913.36,East Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1892,14334,"1,016.00",East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,REDACTED,25/04/2023,1955,14336,"1,904.00",East OP (under 65) Mental Health - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,2006,14337,520,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,REDACTED,25/04/2023,2021,14339,"1,062.96",East Adults (under 65) Sensory - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,2082,14341,787.24,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,2091,14342,"1,217.00",East Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,2107,14343,945.44,East OP (over 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,2124,14344,748.44,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,2128,14345,"2,328.08",East Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,2205,14350,919.88,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,2286,14357,720,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,2321,14361,920.6,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,REDACTED,25/04/2023,2357,14363,"2,160.00",East Adults (under 65) Sensory - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,REDACTED,25/04/2023,2371,14364,"1,812.00",East Adults (under 65) Sensory - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,REDACTED,25/04/2023,2401,14366,"1,307.92",East OP (under 65) Memory - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,2439,14367,808.48,East Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Commissioning,Integrated Commissioning,Integrated Commissioning,REDACTED,25/04/2023,2450,14368,"1,268.56",Residenial Rehabilitation Placements,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,2451,14369,973.24,East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,2456,14370,990.12,East Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,REDACTED,25/04/2023,2470,14373,"3,614.36",East Adults (under 65) Sensory - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,2574,14379,"1,161.44",East Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,2582,14381,"1,948.00",East OP (over 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,3220,14400,"1,134.40",West OP (over 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1466,14402,"1,754.96",West Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1479,14403,"9,970.00",West Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1484,14404,940,West Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1491,14405,"1,872.04",West Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1509,14407,"2,733.28",West Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1517,14408,"1,105.44",West Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1525,14409,716.6,West OP (over 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1531,14410,580.52,West Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1534,14411,"1,165.76",West Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1548,14413,"2,724.16",West OP (over 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1551,14414,666,Central OP (over 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1556,14415,855.76,Central Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,REDACTED,25/04/2023,1558,14416,777.16,Central OP (over 65) Sensory - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1573,14417,"1,907.20",Central Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1580,14418,"1,008.76",Central Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,25/04/2023,1604,14419,775.28,Central Adults (under 65) Physical - DP/Mgd,,Individual (Non Business),,
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,REDACTED,25/04/2023,1608,14420,955.68,Central Adults (under 65) LD - DP/Mgd,,Individual (Non Business),,
