Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
Stephen Ambler,1005461,35349,09/06/2023,300,0,Maintenance,50095,63041,Other Materials,Communication & Regeneration,,AMCPI,Communication & Regeneration,PJOP,Illuminations - Operations,PJLA1,Maintenance
Spencer Clarke Group,1007543,35357,09/06/2023,"2,148.00",358,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Spencer Clarke Group,1007543,35359,09/06/2023,"2,484.00",414,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Lancashire County Council,1000266,35364,12/06/2023,"51,097.00",0,Concessionary Fares,60036,63401,General Services,Budgets Outside Cash Limits,,BUDOCL,Budgets Outside Cash Limits,ITPTOT1,Integrated Transport,ITPTOT3,Integrated Transport
Gladstone Mrm Limited,1000567,35366,23/06/2023,"1,797.00",299.5,Moor Park Pool,30017,63532,Computer Running and License Costs,Community & Env Services,,BPLSER,Community & Env Services,LESR,Leisure,LEISUR1,Leisure Managem
W Robinson (Bils) Ltd,1001481,35369,14/06/2023,"1,660.75",276.79,Minor Work,30273,63041,Other Materials,Community & Env Services,,BPLSER,Community & Env Services,HIGENG,Highways & Engineering,SCHEME1,Highways Scheme
Spencer Clarke Group,1007543,35374,09/06/2023,"2,346.00",391,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Key Engineering Supplies Ltd,1000771,35376,26/06/2023,448.78,74.8,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services,,ZBPLSER,Balance Sheet Blackpool Services,ZBPLSER2,Balance Sheet Blackpool Services,ZBPLSER4,Balance Sheet Blackpool Services
HARROD UK LIMITED,1139415,35379,27/06/2023,"14,700.00","2,450.00",Common Edge,30307,63007,Recreational Equipment,Community & Env Services,,BPLSER,Community & Env Services,LESR,Leisure,LEISUR1,Leisure Managem
Tmp (Uk) Ltd,1000064,35380,27/06/2023,718.1,119.68,Tro Advertising,30132,64501,Private Contractors,Community & Env Services,,BPLSER,Community & Env Services,TR,Transportation,TRA1,Traffic Managem
Enveco Blackpool Waste Services Ltd,1003817,35381,09/06/2023,"7,186.30","1,197.72",Transport  Costs,30085,62004,Running Costs Diesel,Community & Env Services,,BPLSER,Community & Env Services,TRANSP,Transport Services,INTRAD1,Integrated Tran
Gary Roy Kirkham,1000344,35383,09/06/2023,"2,140.00",0,Out of borough non behaviour transport,30301,62201,Contract Hire,Community & Env Services,,BPLSER,Community & Env Services,TRANSP,Transport Services,TRCHIL1,Integrated Tran
Gmbg Ltd T/A Civils & Lintels,1001347,35386,23/06/2023,570.34,95.06,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services,,ZBPLSER,Balance Sheet Blackpool Services,ZBPLSER2,Balance Sheet Blackpool Services,ZBPLSER4,Balance Sheet Blackpool Services
Delphi Medical Limited,1001568,35388,13/06/2023,"7,392.00",0,Inpatient Detox,62031,64501,Private Contractors,Public Health,,PUBHEL,Public Health,PUBGRT1,Public Health Grant Spend,PUBGRT3,Public Health Grant Spend
Leisure Travel,1001182,35390,16/06/2023,"6,650.00",0,Special School Transport,30299,62201,Contract Hire,Community & Env Services,,BPLSER,Community & Env Services,TRANSP,Transport Services,TRCHIL1,Integrated Tran
Leisure Travel,1001182,35392,16/06/2023,"6,650.00",0,Special School Transport,30299,62201,Contract Hire,Community & Env Services,,BPLSER,Community & Env Services,TRANSP,Transport Services,TRCHIL1,Integrated Tran
MEACO MEASUREMENT AND CONTROL LIMITED,1139792,35398,09/06/2023,731.71,121.95,Grundy Art Gallery,50017,61012,Maintenance Private Contractor,Communication & Regeneration,,AMCPI,Communication & Regeneration,AH,Arts & Heritage,AHG1,Art Gallery Summary
Blackpool Entertainment Company Limited,1002564,35410,09/06/2023,"39,194.40","6,532.40",Winter Gardens,50039,64515,Contract Services,Communication & Regeneration,,AMCPI,Communication & Regeneration,FMAK,Acquisitions 9/10,FMAK2,Acquisitions 9/10
REDACTED PERSONAL DATA,1139701,35413,09/06/2023,400,0,Arts Development Projects,50021,63456,Payments to Artists,Communication & Regeneration,,AMCPI,Communication & Regeneration,AH,Arts & Heritage,AHM1,Arts Miscellaneous
Tmp (Uk) Ltd,1000064,35422,09/06/2023,321.12,53.52,Tro Advertising,30132,64501,Private Contractors,Community & Env Services,,BPLSER,Community & Env Services,TR,Transportation,TRA1,Traffic Managem
Enveco Blackpool Waste Services Ltd,1003817,35424,09/06/2023,"1,200,000.00","200,000.00",Enveco - Core St Cleansing Overhead,30190,64501,Private Contractors,Community & Env Services,,BPLSER,Community & Env Services,WASTE,Waste Management,WASTE2,Waste Managemen
Blackpool Entertainment Company Limited,1002564,35427,09/06/2023,360,60,Domestic Abuse Grants,30209,63313,General Expenses,Community & Env Services,,BPLSER,Community & Env Services,COMSAF,Community Safety,COMSAF2,Community Safet
Philip Holmes T/A Dragon Creative,1003050,35429,09/06/2023,"1,875.00",0,Lightpool/NPO,50133,63401,General Services,Communication & Regeneration,,AMCPI,Communication & Regeneration,PJ,Illuminations Section,PJW1,Management - Places - Illumina
Bethell Construction Limited,1000540,35430,09/06/2023,"25,225.93","4,204.32",Core Footway-Day To Day,30201,61012,Maintenance Private Contractor,Community & Env Services,,BPLSER,Community & Env Services,HIGENG,Highways & Engineering,ENGINE1,Engineering
Facultatieve Technologies Ltd,1000883,35431,19/06/2023,"17,700.00","2,950.00",Carleton Crematorium Services,61064,62002,Repairs and Maintenance,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LIFEVE1,Life Events Reg & Care,LIFEVE3,Life Events Reg & Care
Bridge Education And Training Ltd,1002708,35434,09/06/2023,465.6,77.6,Moor Park -General,10302,60794,Supply Teaching,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED361,Moor Park
Spencer Clarke Group,1007543,35435,09/06/2023,432,72,Moor Park -General,10302,60794,Supply Teaching,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED361,Moor Park
Claremont First Step Community Centre,1000421,35437,09/06/2023,"15,000.00",0,Household Support Fund,10465,64501,Private Contractors,Children's Services,,CHISER,Children's Services,EHOTH,Early Help Other,EHOTH2,Early Help Other
De Vere Village Trading No1 Limited,1000655,35444,09/06/2023,785,130.83,Highfurlong - General,10363,63801,Other Expenses,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED511,Highfurlong
REDACTED PERSONAL DATA,1001054,35446,13/06/2023,"2,392.10",398.68,Director of Communications & Regen.,50164,63313,General Expenses,Communication & Regeneration,,AMCPI,Communication & Regeneration,DC,Economic Development Division,PTC1,"A.C.E. Regen, Tourism & Cultur"
Zurich Insurance Company,1000028,35448,20/06/2023,"271,617.80",0,Reconciliations,90055,29641,Insurance Holding Account,Balance Sheet Corporate,,ZCORP,Balance Sheet Corporate,ZCORP2,Balance Sheet Corporate,ZCORP4,Balance Sheet Corporate
Zurich Insurance Company,1000028,35450,09/06/2023,"201,781.96",0,Reconciliations,90055,29641,Insurance Holding Account,Balance Sheet Corporate,,ZCORP,Balance Sheet Corporate,ZCORP2,Balance Sheet Corporate,ZCORP4,Balance Sheet Corporate
Venn Group Limited,1001263,35452,27/06/2023,"1,345.50",224.25,"Prop, Comm & Litigation Gen",61002,60793,Supply Other,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
REDACTED PERSONAL DATA,1000767,35453,27/06/2023,912,152,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
REDACTED PERSONAL DATA,1001231,35454,27/06/2023,384,64,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
REDACTED PERSONAL DATA,1002056,35455,27/06/2023,672,112,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
REDACTED PERSONAL DATA,1002056,35456,27/06/2023,648,108,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
REDACTED PERSONAL DATA,1002056,35457,27/06/2023,"2,112.00",352,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
Ove Arup & Partners Limited,1000821,35458,09/06/2023,"20,173.73","3,362.29",Tower,50041,64515,Contract Services,Communication & Regeneration,,AMCPI,Communication & Regeneration,FMAK,Acquisitions 9/10,FMAK2,Acquisitions 9/10
Siemens Financial Services Ltd,1000123,35459,29/06/2023,"1,500.00",250,Post Team,40115,63004,Operating Lease,Resources,,TRSTOT,Resources,FCAD,Customer First,FCAD2,Customer First
REDACTED PERSONAL DATA,1001922,35460,27/06/2023,600,100,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
Calico Enterprise Limited,1002574,35461,27/06/2023,"3,854.40",642.4,Calico,30173,64501,Private Contractors,Community & Env Services,,BPLSER,Community & Env Services,WASTE,Waste Management,DOMPFI1,Domestic Waste
Holgate House Ltd,1000891,35462,09/06/2023,"2,208.06",0,Rehab Or Imtermediate Care,20287,64501,Private Contractors,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Delphi Medical Limited,1001568,35463,13/06/2023,"5,544.00",0,Inpatient Detox,62031,64501,Private Contractors,Public Health,,PUBHEL,Public Health,PUBGRT1,Public Health Grant Spend,PUBGRT3,Public Health Grant Spend
REDACTED PERSONAL DATA,1007065,35464,26/06/2023,900,150,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
Delphi Medical Limited,1001568,35465,13/06/2023,"2,640.00",0,Inpatient Detox,62031,64501,Private Contractors,Public Health,,PUBHEL,Public Health,PUBGRT1,Public Health Grant Spend,PUBGRT3,Public Health Grant Spend
Mbl (Seminars) Limited,1002071,35466,12/06/2023,360,60,"Prop, Comm & Litigation Gen",61002,60911,Training Expenses,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
Delphi Medical Limited,1001568,35467,13/06/2023,"3,696.00",0,Inpatient Detox,62031,64501,Private Contractors,Public Health,,PUBHEL,Public Health,PUBGRT1,Public Health Grant Spend,PUBGRT3,Public Health Grant Spend
Lifeline Language Services Ltd,1001286,35468,27/06/2023,"1,137.50",189.58,External Legal Fees,10493,64712,Experts Fees,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Computershare Voucher Services,1000994,35470,09/06/2023,603.58,2.93,Payroll General,40083,63401,General Services,Resources,,TRSTOT,Resources,PROLL,Payroll,PROLL2,Payroll
Salutem Ld Bidco Iv Limited T/A Ambito,1003573,35471,09/06/2023,"9,238.25",0,Post-16,10436,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JCJA,Post-16,JCJA2,Post-16
REDACTED PERSONAL DATA,1139919,35472,12/06/2023,"2,100.00",350,Planning Development Management,50137,64707,Counsels Fees,Communication & Regeneration,,AMCPI,Communication & Regeneration,HP,Planning Services,HP2,Planning Services
Bridge Education And Training Ltd,1002708,35479,09/06/2023,"4,656.00",776,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Bridge Education And Training Ltd,1002708,35481,09/06/2023,"2,808.00",468,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
REDACTED PERSONAL DATA,1139916,35483,27/06/2023,"1,812.50",302.08,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
Lancaster Education Centre,1000371,35484,09/06/2023,"1,562.50",0,Holy Family - General,10105,66220,Central Support-General,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED091,Holy Family Rc
Curve Learning And Development Ltd,1002411,35485,16/06/2023,439.2,73.2,Adults Training,20032,60911,Training Expenses,Adult Services,,ADULTS,Adult Services,ADULTTR,Adults Training,ADULTTR2,Adults Training
Advanced Child Care Assessments Limited,1001536,35486,12/06/2023,"2,147.04",357.84,External Legal Fees,10493,64712,Experts Fees,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Forensic Testing Service Ltd,1002403,35493,23/06/2023,368.12,61.35,External Legal Fees,10493,64712,Experts Fees,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Alpha Biolabs,1001839,35504,12/06/2023,726,121,External Legal Fees,10493,64712,Experts Fees,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Alpha Biolabs,1001839,35505,12/06/2023,726,121,External Legal Fees,10493,64712,Experts Fees,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Salutem Ld Bidco Iv Limited T/A Ambito,1003573,35508,09/06/2023,"2,317.70",0,Post-16,10436,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JCJA,Post-16,JCJA2,Post-16
Alpha Biolabs,1001839,35509,12/06/2023,588,98,External Legal Fees,10493,64712,Experts Fees,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Salutem Ld Bidco Iv Limited T/A Ambito,1003573,35510,09/06/2023,"10,220.84",0,Post-16,10436,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JCJA,Post-16,JCJA2,Post-16
Salutem Ld Bidco Iv Limited T/A Ambito,1003573,35511,09/06/2023,"3,112.27",0,Post-16,10436,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JCJA,Post-16,JCJA2,Post-16
Salutem Ld Bidco Iv Limited T/A Ambito,1003573,35512,09/06/2023,"4,725.35",0,Post-16,10436,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JCJA,Post-16,JCJA2,Post-16
Salutem Ld Bidco Iv Limited T/A Ambito,1003573,35514,09/06/2023,"9,238.25",0,Post-16,10436,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JCJA,Post-16,JCJA2,Post-16
Salutem Ld Bidco Iv Limited T/A Ambito,1003573,35515,09/06/2023,"4,725.35",0,Post-16,10436,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JCJA,Post-16,JCJA2,Post-16
Salutem Ld Bidco Iv Limited T/A Ambito,1003573,35516,09/06/2023,"18,786.25",0,Post-16,10436,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JCJA,Post-16,JCJA2,Post-16
Salutem Ld Bidco Iv Limited T/A Ambito,1003573,35517,09/06/2023,"9,238.25",0,Post-16,10436,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JCJA,Post-16,JCJA2,Post-16
Salutem Ld Bidco Iv Limited T/A Ambito,1003573,35518,09/06/2023,"2,698.15",0,Post-16,10436,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JCJA,Post-16,JCJA2,Post-16
Rhea Projects Ltd,1003691,35519,09/06/2023,"26,390.00",0,Hug Funding,62057,64501,Private Contractors,Public Health,,PUBHEL,Public Health,PUBGRT1,Public Health Grant Spend,PUBGRT3,Public Health Grant Spend
British Film Institute,1139717,35524,29/06/2023,"6,840.00","1,140.00",Blackpool Museum Project,50023,47301,General Fees & Charges,Communication & Regeneration,,AMCPI,Communication & Regeneration,AHHB,Blackpool Museum Project,AHHB2,Blackpool Museum Project
Gracewells Care Ltd,1004285,35530,15/06/2023,"15,800.00",0,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Haywood Rope Access Ltd,1003448,35531,09/06/2023,"2,250.00",375,Tower,50041,64515,Contract Services,Communication & Regeneration,,AMCPI,Communication & Regeneration,FMAK,Acquisitions 9/10,FMAK2,Acquisitions 9/10
Gracewells Care Ltd,1004285,35536,19/06/2023,"20,400.00",0,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Gracewells Care Ltd,1004285,35539,20/06/2023,"15,800.00",0,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Sandcastle Care Ltd,1001204,35543,09/06/2023,"19,005.66",0,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Sandcastle Care Ltd,1001204,35550,09/06/2023,"28,520.35",0,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
REDACTED PERSONAL DATA,1000137,35551,09/06/2023,250,0,Staying Put,10535,65551,Rent and Rent Bonds,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA11,Senior Management
Sandcastle Care Ltd,1001204,35561,09/06/2023,"20,218.78",0,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
