Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
NEWCASTLE CITY COUNCIL,55578711,23/01/2024,"1,770.30",Furniture,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
NEWCASTLE CITY COUNCIL,55578712,14/03/2024,"9,936.00",Furniture,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
ORBIS PROTECT LTD,55578725,26/07/2024,615.76,Responsive-Empty Hse Security,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
ORBIS PROTECT LTD,55578724,26/07/2024,531.22,Responsive-Empty Hse Security,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
ORCHARD INFORMATION SYSTEMS LTD,55579697,31/07/2024,"1,872.00",Consultancy Fees,SUPPLIES & SERVICES,SERVICES
OVO ENERGY,55578246,15/07/2024,"2,390.54",Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
QUALITY SERVICES TODAY LTD,55578359,20/07/2024,523,Special Projects Repairs & Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
QUALITY SERVICES TODAY LTD,55578980,26/07/2024,545.9,Special Projects Repairs & Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
QUALITY SERVICES TODAY LTD,55579532,31/07/2024,751.34,Special Projects Repairs & Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
RE:GEN SOLUTION,55579146,01/07/2024,"2,790.00",Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
REGULATOR OF SOCIAL HOUSING,55580161,06/06/2024,"26,206.81",Subscriptions,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579063,28/07/2024,711,Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579064,28/07/2024,"6,992.00",Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579058,12/08/2024,792,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579030,26/07/2024,"3,390.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579060,12/08/2024,"1,100.00",Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579067,28/07/2024,660,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579059,12/08/2024,665,Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579066,28/07/2024,525,Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579050,26/07/2024,836,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579051,26/07/2024,800,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579054,12/08/2024,780,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579308,30/07/2024,"1,498.00",Responsive Repairs (General),PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
RIDER INDUSTRIAL & SPECIALIST CLEANING,55578597,01/06/2024,"3,285.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579310,30/07/2024,"3,725.00",Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579311,30/07/2024,"1,198.00",Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
RIDER INDUSTRIAL & SPECIALIST CLEANING,55579312,30/07/2024,"3,245.00",Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
SECURESHIELD LTD,55578943,26/07/2024,"3,691.13",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TOAST PROPERTIES,55577706,29/07/2024,560,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TOAST PROPERTIES,55578581,05/08/2024,560,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TRINITY CHAMBERS CROSS PAYMENT ACCOUNT,55579194,23/07/2024,"2,500.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
TRINITY CHAMBERS CROSS PAYMENT ACCOUNT,55578832,24/07/2024,875,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
UPNORTH ENGINEERING SERVICES LTD,55577936,16/07/2024,"1,858.50",Building Repairs And Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
WAVE - ANGLIAN WATER BUSINESS NATIONAL LTD,57716313,06/08/2024,804.45,Water Charges,PREMISES,WATER SERVICES
WAVE - ANGLIAN WATER BUSINESS NATIONAL LTD,57716314,06/08/2024,585.08,Water Charges,PREMISES,WATER SERVICES
IN A SPIN LAUNDRY SERVICES DARLINGTON,55579629,31/07/2024,"2,181.00",Projects,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
DMG FOOD SAFETY SOLUTIONS LTD,55578739,25/03/2024,"1,230.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
ELG PLANNING,55579624,31/07/2024,"1,200.00",Consultancy Fees,SUPPLIES & SERVICES,SERVICES
GLENKEMP LANDSCAPE ARCHITECTS,55580149,05/08/2024,"18,600.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
IDOX SOFTWARE LTD,55577651,10/07/2024,700,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
KINGS CHAMBERS,55580354,08/08/2024,"1,500.00",Consultancy Fees,SUPPLIES & SERVICES,SERVICES
LOCAL PARTNERSHIPS,55579439,20/06/2024,"5,357.26",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
NORTHUMBRIAN WATER,55578983,26/07/2024,500.99,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
PORTALPLANQUEST LTD,55579133,13/08/2024,856,Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
NEWCASTLE CITY COUNCIL,55580192,07/03/2024,"2,050.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
OBJECTIVE CORPORATION UK LIMITED,55579809,01/08/2024,"12,144.92",Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
AGGREGATE INDUSTRIES UK LTD,55579344,30/07/2024,622.6,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
AGGREGATE INDUSTRIES UK LTD,55578069,19/07/2024,"2,060.26",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
AGGREGATE INDUSTRIES UK LTD,55579759,31/07/2024,582.2,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
AGGREGATE INDUSTRIES UK LTD,55577458,05/04/2024,622.6,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
AGGREGATE INDUSTRIES UK LTD,55577462,30/04/2024,931.82,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
AGGREGATE INDUSTRIES UK LTD,55577463,13/05/2024,622.6,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
AGGREGATE INDUSTRIES UK LTD,55577465,14/05/2024,"1,245.20",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
AGGREGATE INDUSTRIES UK LTD,55579232,29/07/2024,509.43,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
AGGREGATE INDUSTRIES UK LTD,55578970,26/07/2024,582.2,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
ARCHWAY ROADMASTER,55579139,02/08/2024,"2,149.53",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
ARCHWAY ROADMASTER,55579380,30/07/2024,"4,250.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
BGP CONSULTING LIMITED,55578174,22/07/2024,"2,790.00",Consultancy Fees,SUPPLIES & SERVICES,SERVICES
BLOOM PROCUREMENT SERVICES LTD,55580057,01/07/2024,"4,406.08",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
BLOOM PROCUREMENT SERVICES LTD,55576854,24/07/2024,"5,864.40",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
BLOOM PROCUREMENT SERVICES LTD,55578392,12/07/2024,"5,824.06",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
BREEDON TRADING LIMITED,55577282,07/07/2024,899.38,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
BREEDON TRADING LIMITED,55574565,13/06/2024,"1,854.04",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
BREEDON TRADING LIMITED,55578127,21/07/2024,851.4,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
BREEDON TRADING LIMITED,55577584,14/07/2024,"1,213.04",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
BREEDON TRADING LIMITED,55578113,21/07/2024,632,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
BREEDON TRADING LIMITED,55572037,19/05/2024,"1,462.56",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
BREEDON TRADING LIMITED,55575398,19/05/2024,"2,172.60",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
BREEDON TRADING LIMITED,55579093,28/07/2024,871.65,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
CHARLES WAGGOTT HAULAGE,55578632,30/06/2024,672,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
CHARLES WAGGOTT HAULAGE,55578687,30/06/2024,"3,232.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
CHARLES WAGGOTT HAULAGE,55578630,30/06/2024,"2,176.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
CLEE HILL PLANT LTD,55579573,31/07/2024,805,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
CLEE HILL PLANT LTD,55579563,31/07/2024,552,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
CLEE HILL PLANT LTD,55579565,31/07/2024,501.4,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
CLEE HILL PLANT LTD,55579570,31/07/2024,552,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
CLEE HILL PLANT LTD,55579571,31/07/2024,579.6,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Colas Ltd,55579393,31/07/2024,770.8,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
ENTERPRISE FLEX E RENT,55579385,31/07/2024,715.79,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
HUSQVARNA CONSTRUCTION PRODUCTS UK,55577130,04/07/2024,"1,187.50",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
LANDSCAPE SOLUTIONS (NORTH EAST) LTD,55580154,04/08/2024,"12,319.45",Ground Maintenance,PREMISES,GROUNDS MAINTENANCE
LANE RENTAL SERVICES LTD,55579743,31/07/2024,"144,048.58",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
LANE RENTAL SERVICES LTD,55577285,09/07/2024,"85,259.86",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
LANE RENTAL SERVICES LTD,55577551,11/07/2024,"99,775.69",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
LANE RENTAL SERVICES LTD,55577552,11/07/2024,"63,159.70",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
LAPWING UK LTD,55579034,29/07/2024,"1,363.80",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
LAPWING UK LTD,55577191,05/07/2024,647,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
LIGHT & ENERGY DISTRIBUTION LIMITED,55577057,10/07/2024,"3,534.30",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
LIGHT & ENERGY DISTRIBUTION LIMITED,55577058,10/07/2024,727.03,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
LUCY ZODION LTD,55579197,18/06/2024,"11,426.28",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
M H LAVERICK & PARTNERS,55579482,31/07/2024,"1,404.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
M H LAVERICK & PARTNERS,55579481,31/07/2024,"1,200.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
M H LAVERICK & PARTNERS,55579477,08/08/2024,"3,500.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
M H LAVERICK & PARTNERS,55575430,19/06/2024,"1,404.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
MAGNIT GLOBAL GRI LTD,11163308,11/08/2024,878.45,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11163291,04/08/2024,722.28,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MALLATITE MINOR STRUCTURES & PRODUCTS LTD,55577318,09/07/2024,"1,970.45",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MANTANK ENVIRONMENTAL SERVICES LTD,55579955,31/07/2024,"4,300.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
MANTANK ENVIRONMENTAL SERVICES LTD,55579954,26/06/2024,600,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
MIDDLESBROUGH BOROUGH COUNCIL,55579493,31/07/2024,"72,389.00",Routine Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
MKM BUILDING SUPPLIES (HULL) LTD,55578267,15/07/2024,512.91,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MKM BUILDING SUPPLIES (HULL) LTD,55577684,10/07/2024,"9,286.25",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MKM BUILDING SUPPLIES (HULL) LTD,55577231,09/07/2024,820.63,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MKM BUILDING SUPPLIES (HULL) LTD,55577240,09/07/2024,"1,654.32",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MKM BUILDING SUPPLIES (HULL) LTD,55577242,09/07/2024,"1,686.06",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MKM BUILDING SUPPLIES (HULL) LTD,55579038,29/07/2024,"1,342.24",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MKM BUILDING SUPPLIES (HULL) LTD,55579015,26/07/2024,"1,796.50",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MKM BUILDING SUPPLIES (HULL) LTD,55579540,31/07/2024,573.12,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MKM BUILDING SUPPLIES (HULL) LTD,55577075,10/07/2024,"3,312.47",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MKM BUILDING SUPPLIES (HULL) LTD,55576909,02/07/2024,601.63,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MKM BUILDING SUPPLIES (HULL) LTD,55577975,16/07/2024,819.42,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MRC ROADS LIMITED,55578745,18/07/2024,"1,065.00",Signage,PREMISES,FIXTURES & FITTINGS
NATIONWIDE DATA COLLECTION,55577522,11/07/2024,800,Routine Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
NORTHERN POWERGRID LIMITED,55578603,01/07/2024,"1,170.84",Routine Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
NORTHERN POWERGRID LIMITED,55579181,08/07/2024,"6,367.12",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
NORTHUMBERLAND COUNTY COUNCIL,55577141,04/07/2024,580,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
NORTHUMBERLAND COUNTY COUNCIL,55577143,04/07/2024,"2,100.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
ONE STOP HIRE,55579330,30/07/2024,506.07,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
PREMIER ROAD MARKINGS LIMITED,55577455,03/06/2024,550,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
PREMIER ROAD MARKINGS LIMITED,55576095,07/04/2024,"2,242.70",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
PREMIER ROAD MARKINGS LIMITED,55578611,18/07/2024,"1,022.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
RAINTON CONSTRUCTION LTD,55578670,23/07/2024,"252,029.11",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
RAINTON CONSTRUCTION LTD,55578990,12/08/2024,"31,820.95",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
RENNYCO LTD,55578743,23/07/2024,"3,837.60",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55577685,10/07/2024,630,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579560,31/07/2024,588.56,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55578928,26/07/2024,922.5,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55579121,29/07/2024,510,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SIMMON SIGNS,55579551,31/07/2024,990.16,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
T M WARD (DARLINGTON) LTD,55579749,31/07/2024,565,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TOTAL RESOURCES UK LTD,55579078,28/07/2024,"2,354.18",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TOTAL RESOURCES UK LTD,55577293,07/07/2024,867.44,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TOTAL RESOURCES UK LTD,55579071,28/07/2024,789,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TOTAL RESOURCES UK LTD,55575669,23/06/2024,"2,384.44",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TOTAL RESOURCES UK LTD,55578424,01/07/2024,832.44,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TOTAL RESOURCES UK LTD,55576114,23/06/2024,776,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TOTAL RESOURCES UK LTD,55578384,21/07/2024,867.44,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TOTAL RESOURCES UK LTD,55575668,23/06/2024,724.92,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TOTAL RESOURCES UK LTD,55577815,14/07/2024,982.5,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TOTAL RESOURCES UK LTD,55576093,07/04/2024,"1,661.68",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TOTAL RESOURCES UK LTD,55580023,04/08/2024,529.76,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
TRAFFIC DIRECT LIMITED,55579465,12/07/2024,"2,439.00",Routine Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TRAFFIC DIRECT LIMITED,55579490,31/07/2024,"1,225.00",Scheme Works,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TYNEDALE ROADSTONE LIMITED,55580004,02/08/2024,"1,817.64",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TYNEDALE ROADSTONE LIMITED,55579238,29/07/2024,"2,259.26",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TYNEDALE ROADSTONE LIMITED,55579943,01/08/2024,"1,656.20",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TYNEDALE ROADSTONE LIMITED,55578978,26/07/2024,854.7,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TYNEDALE ROADSTONE LIMITED,55578788,25/07/2024,961.8,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TYNEDALE ROADSTONE LIMITED,55578787,25/07/2024,"2,051.70",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TYNEDALE ROADSTONE LIMITED,55578647,24/07/2024,764.28,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TYNEDALE ROADSTONE LIMITED,55578699,23/07/2024,702.9,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TYNEDALE ROADSTONE LIMITED,55579237,29/07/2024,"1,098.30",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TYNEDALE ROADSTONE LIMITED,55578151,22/07/2024,706.86,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TYNEDALE ROADSTONE LIMITED,55579361,30/07/2024,"1,285.20",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
WATERMAN INFRASTRUCTURE & ENVIRONMENT LTD,55578947,26/07/2024,"5,594.70",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
WERNICK HIRE LTD,55578875,25/07/2024,"1,291.22",Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Whorlton Land Surveys Ltd,55578381,03/04/2024,675,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Whorlton Land Surveys Ltd,55578379,03/04/2024,630,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
WILLIAM SMITH GROUP 1832 LTD,55579111,29/07/2024,"3,148.26",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
WILLIAM SMITH GROUP 1832 LTD,55579114,29/07/2024,"1,832.14",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
XAIS ASSET MANAGEMENT LTD,55578995,26/07/2024,"6,250.00",Ict Software Purchase,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
YESSS ELECTRICAL,55578506,27/07/2024,"1,403.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
BRITISH SAFETY COUNCIL,55580126,05/08/2024,649,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
CIVICA,55578013,17/07/2024,"4,555.00",Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
DARLINGTON CITIZEN ADVICE BUREAU,55579935,03/08/2024,"2,500.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
ECOONLINE UK LIMITED,55579314,30/07/2024,"23,407.20",Subscriptions,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
EDUFOCUS LTD,55579995,02/08/2024,"4,473.60",Memberships,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
IDOX SOFTWARE LTD,55578821,25/07/2024,"7,700.00",Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
INTERCARD LTD,55579653,31/07/2024,571.65,Bank Charges,SUPPLIES & SERVICES,SERVICES
LIQUID LOGIC,55578840,30/06/2024,"5,119.54",Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
LIQUID LOGIC,55580145,05/08/2024,"23,928.61",Ict Hardware Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
LIQUID LOGIC,55578905,08/08/2024,512.57,Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
NLS SECURITY LIMITED,55578606,18/03/2024,"1,200.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
NORTH EAST REGIONAL EMPLOYERS ORG,55578607,02/08/2024,"1,082.00",DBS Checks,SUPPLIES & SERVICES,SERVICES
PRICE WATERHOUSE COOPERS,55578809,24/07/2024,"30,000.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
RELIANCE HIGH TECH,55578693,23/07/2024,"2,265.00",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SANO PHYSIOTHERAPY,55579665,31/07/2024,"1,560.00",Physiotherapy Recharge,Non Resource Allocation,CENTRAL SUPPORT SERVICES
SITEIMPROVE LTD,55579918,03/08/2024,"1,846.07",Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
STOCKTON ON TEES BOROUGH COUNCIL,55578984,29/07/2024,"19,075.11",Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
STOCKTON ON TEES BOROUGH COUNCIL,55578985,29/07/2024,"15,891.89",Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
STOCKTON ON TEES BOROUGH COUNCIL,55578985,29/07/2024,553.44,Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
