BODY,EXPENSE AREA,SUPPLIER,EXPENSE TYPE,REFERENCE,DATE,VALUE
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766259,45258,2492.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766260,45258,1501.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766260,45258,-166.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766262,45258,528.48
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766263,45258,805.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766267,45258,579.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766267,45258,-47.52
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766269,45258,2200
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766269,45258,-147.48
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766270,45258,1599.8
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766270,45258,-561.84
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766271,45258,1585.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766271,45258,-118.8
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766273,45258,560
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766274,45258,2660.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766274,45258,-526.56
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766275,45258,904.88
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766275,45258,-51.16
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766276,45258,1169.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766276,45258,-43.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766277,45258,952.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766277,45258,-41
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766278,45258,3969.88
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766279,45258,1711.36
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766279,45258,-370.16
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766280,45258,560
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766281,45258,665.44
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766281,45258,-141.08
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766283,45258,642.8
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766283,45258,-52.12
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766284,45258,517.68
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766285,45258,960
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766286,45258,3502.72
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766286,45258,-81.56
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766287,45258,1639.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766288,45258,1237.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766288,45258,-71.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766289,45258,3395.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766290,45258,16128
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766291,45258,1639.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766292,45258,920.88
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766292,45258,-277.76
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766294,45258,785.64
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766295,45258,720.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766298,45258,1142.72
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766298,45258,-6.36
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766299,45258,1746.16
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766300,45258,1639.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766301,45258,1442.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766301,45258,-97.8
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766302,45258,4013.08
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766302,45258,-169.12
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766304,45258,1306.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766304,45258,-118.8
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766305,45258,3951.76
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766305,45258,-147.12
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766306,45258,3571.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766307,45258,1524.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766308,45258,955.68
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766309,45258,628.44
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766310,45258,2211.04
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766310,45258,-488.12
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766311,45258,1152
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766312,45258,1054.08
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766312,45258,-15.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766313,45258,714.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766313,45258,-113.72
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766314,45258,3818.52
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766316,45258,1050.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766316,45258,-324.68
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766317,45258,1011.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766317,45258,-40.68
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766319,45258,849.68
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766319,45258,-8.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766320,45258,845.76
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766320,45258,-71.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766321,45258,1666.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766322,45258,1322.6
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766322,45258,-118.8
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766323,45258,840.84
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766323,45258,-71.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766324,45258,633.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766325,45258,1212
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766325,45258,-192.76
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766326,45258,1273.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766326,45258,-209.6
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766327,45258,557.48
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766327,45258,-35.44
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766328,45258,1464.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766328,45258,-197.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766329,45258,487.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766329,45258,-4.36
RCC2000,Children & Young Peoples Services,Redacted,Supporting People - Direct Payments,11766329,45258,3473.52
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766330,45258,2623.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766330,45258,-494.16
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766331,45258,3475.8
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766332,45258,2555.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766332,45258,-283.76
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766333,45258,1999.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766333,45258,-965.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766334,45258,696.84
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766335,45258,618.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766336,45258,823.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766337,45258,1674.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766337,45258,-822.04
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766338,45258,2819.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766339,45258,2461.44
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766339,45258,-5.16
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766341,45258,3254.56
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766341,45258,-95.04
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766343,45258,745.64
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766346,45258,2263.52
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766346,45258,-513.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766347,45258,466.08
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766347,45258,310.72
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766348,45258,5024.64
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766350,45258,11569.88
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766350,45258,-170.44
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766351,45258,2170.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766352,45258,1385.84
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766354,45258,1582.78
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766354,45258,-59.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766357,45258,854.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766358,45258,960
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766358,45258,-414.72
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766360,45258,976.56
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766360,45258,-86.6
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766361,45258,2511.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766361,45258,-257.16
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766362,45258,558.04
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766363,45258,1348.8
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766363,45258,-73.76
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766366,45258,3711.16
