Portfolio,Directorate,Division,Service Area,Type of Expenditure,Payee,Payment Date,Amount (£)
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Agency Staff,Hays Specialist Recruitment,45226,877.9
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Agency Staff,Hays Specialist Recruitment,45238,877.9
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Agency Staff,Hays Specialist Recruitment,45247,877.9
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Agency Staff,Hays Specialist Recruitment,45250,877.9
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Agency Staff,Hays Specialist Recruitment,45252,877.9
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Agency Staff,Hays Specialist Recruitment,45259,877.9
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Agency Staff,Hays Specialist Recruitment,45268,877.9
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Agency Staff,Hays Specialist Recruitment,45282,877.9
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Agency Staff,Carl Thomas,45218,876
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45265,875.6
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,CWD Community Independent Care,Pennine Social Care Ltd,45231,875
People,Community Health and Adult Social Care,Learning Disability,Learning Disability,Legal Expenses,ClearLines Advocacy Services,45243,874.8
Housing Revenue Account,Housing Revenue Account,Housing Revenue Account,Housing Revenue Account,General Provision - Repairs & Maintenance,JLA HVAC Ltd,45257,874.55
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Colas Ltd,45232,873.6
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,CWD Community Independent Care,My Ability,45202,873
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Alpha Biolaboratories Legal Limited,45223,872.8
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45202,872.1
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Home Comforts Childcare,45231,871.5
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45209,870
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Operational Materials,John Grey,45246,870
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Training Expenses,The Training Company,45250,870
Corporate Services,Corporate Services,Chief Executive Management,Chief Executive Management,Training Expenses,The Greater Manchester Combined Authority,45247,869.84
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45260,869.6
Place,Economy,Economy,Property Management,Services - Professional Fees,TLT LLP,45238,869
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45218,868.54
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45246,868.54
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45274,868.54
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Services - Professional Fees,Meritec Limited,45212,867.16
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Services - Professional Fees,Meritec Limited,45224,867.16
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Bleep 360 Care Limited,45230,865.8
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Alpha Biolaboratories Legal Limited,45202,865
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45280,865
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45247,864
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,SLA Jeffery Ltd,45261,864
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Galleries Exhibition Costs,Restore Document Management,45215,863.5
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Galleries Exhibition Costs,Restore Document Management,45244,863.5
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Galleries Exhibition Costs,Restore Document Management,45281,863.5
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Operational Materials,Star Editions Ltd,45251,862.8
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rhodes & Sons Construction Ltd,45272,861.2
People,Children´s Services,Schools,Schools,Subscriptions,Northwest Association of Primary Headteachers,45247,860
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Training Expenses,University Of Salford,45268,859.8
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rowan Ashworth Ltd,45266,859.38
Capital Treasury and Technical Accounting,Capital Treasury and Technical Accounting,Corporate Expenses,Corporate Expenses,Services - Professional Fees,G4S Cash Solutions (UK) Ltd,45232,859.2
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Home Tuition,Teaching Personnel Ltd,45264,858.6
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Home Tuition,Teaching Personnel Ltd,45264,858.6
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Home Tuition,Teaching Personnel Ltd,45264,858.6
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Home Tuition,Teaching Personnel Ltd,45264,858.6
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Home Tuition,Teaching Personnel Ltd,45264,858.6
Place,Environmental Services,Environmental Services,Waste Management Service,Protective Clothing,Arco Ltd,45247,858.4
People,Children´s Services,Children´s Social Care,Children in Care,Semi - Independent Unit,Inspire Community Services,45267,856.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45202,855.86
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,East Crompton St James s Childcare Village Ltd,45257,855.6
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,S Lord ta Kidz Matter Ltd,45257,855.6
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Brighter Beginnings Day Nursery Ltd,45257,855.6
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Northmoor Academy (The Harmony Trust Ltd),45257,855.6
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Adorable Steps Childcare Limited,45257,855.6
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45232,854
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45265,853.6
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Computing - Purchase Of Software,Insight Direct (UK) Ltd,45257,852.4
Place,Economy,Economy,Property Management,Premises Service Charges,Brookhouse Group Limited,45267,851.51
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Galleries Exhibition Costs,M&G Transport & Technical Services Ltd,45223,850
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Samantha Jones,45223,850
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Optima Building Solutions Ltd,45224,850
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Educational Curriculum Equipment,John Packer Ltd,45238,850
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Janice Wills,45244,850
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Janice Wills,45260,850
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Samantha Jones,45260,850
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Educational Curriculum Equipment,Sofie Dodgson,45264,850
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Natalie Oakes,45266,850
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Joseph Lynch,45266,850
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Joseph Lynch,45266,850
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Computing - Consumables,Dionach Ltd,45268,850
Place,Strategic Highways,Capital - Transport,Capital - Trans - Miscellaneous,Construction - Main Contractor,Keywest Partnership Ltd,45265,848
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,E Smith & Son,45212,847.7
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Daisy Chains Pre School,45231,846.72
Place,Economy,Economy,Estates,Maintenance Contracts,Corlett Electrical Engineering Co (1981) Ltd,45278,845.93
Place,Economy,Economy,Estates,Chief Rents,Villages Housing Association Ltd,45201,845
Place,Economy,Economy,Estates,Chief Rents,Villages Housing Association Ltd,45279,845
People,Children´s Services,Children´s Social Care,Children in Care,Allowances To Foster Parents,PERSONAL DETAILS REDACTED,45280,844.5
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45246,844.3
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Leeds Commercial Ltd t/a L C Vehicle Hire Ltd,45209,840
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Leeds Commercial Ltd t/a L C Vehicle Hire Ltd,45209,840
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Optima Building Solutions Ltd,45225,840
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Payments To Carers/Volunteers/Providers,Hart Psychological Consulting Limited,45236,840
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45258,840
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,PERSONAL DETAILS REDACTED,45273,840
Place,Environmental Services,Environmental Services,Fleet Management,Training Expenses,Mantra Learning Ltd,45280,840
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45229,835.8
Place,Economy,Economy,Facilities Management,Catering - Food,Dunsters Farm Ltd,45211,834.26
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Flogas Uk Ltd,45252,834.19
Housing Revenue Account,Housing Revenue Account,Housing Revenue Account,Housing Revenue Account,Water Services,United Utilities PLC,45260,831.44
Corporate Services,Corporate Services,Legal Services,Elections,Office Expenses,Civica Uk Ltd,45261,830.82
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,JLA HVAC Ltd,45232,829.48
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,County Car & Van Hire Ltd,45229,828.78
Place,Environmental Services,Environmental Services,Highways,Services - Payments To Contractors,Rhodes & Sons Construction Ltd,45216,828.6
Place,Environmental Services,Environmental Services,Highways,Services - Payments To Contractors,Trafficare Ltd,45247,828.14
