Directorate,PROCESSING DATE,MERCHANT NAME,GROSS AMOUNT,MERCHANT CATEGORY CODE DESCRIPTION
Corporate Resources,09/06/2023,WWW.BANNERUK.COM,£24.83,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.
Corporate Resources,09/06/2023,WWW.BANNERUK.COM,£0.55,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.
Corporate Resources,09/06/2023,WWW.BANNERUK.COM,£0.55,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.
Corporate Resources,19/06/2023,WWW.BANNERUK.COM,£1.04,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.
Corporate Resources,19/06/2023,WWW.BANNERUK.COM,£16.69,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.
Corporate Resources,21/06/2023,WWW.BANNERUK.COM,-£38.98,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.
Corporate Resources,22/06/2023,WWW.BANNERUK.COM,£10.62,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.
Corporate Resources,26/06/2023,WWW.BANNERUK.COM,£4.82,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.
Corporate Resources,29/06/2023,WWW.BANNERUK.COM,£23.75,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.
People Services,06/04/2023,CLEAVER MEATS LTD,196.00,"FREEZER, LOCKER MEAT PROVISIONERS"
People Services,17/04/2023,HEMMING GROUP AWARDS,384.00,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,17/04/2023,AMZNMKTPLACE,9.50,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,18/04/2023,AMZNMKTPLACE,8.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,19/04/2023,AMZNMKTPLACE,19.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,18/05/2023,AMZNMKTPLACE AMAZON.CO,£5.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,19/05/2023,AMZNMKTPLACE AMAZON.CO,£101.34,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,19/06/2023,AMAZON.CO.UK N14792DQ5,£23.95,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
People Services,19/06/2023,AMAZON.CO.UK 037UJ13K5,£95.80,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
Corporate Resources,04/04/2023,FREEPIK & FLATICON,8.09,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY"
Corporate Resources,04/04/2023,BUSINESS MONTHLY,49.99,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS"
Corporate Resources,11/04/2023,CLOUDFLARE,11.16,COMPUTER SOFTWARE STORES
Corporate Resources,11/04/2023,,.31,
Corporate Resources,17/04/2023,,19.03,
Corporate Resources,17/04/2023,PERFORCE SOFTWARE INC,692.08,COMPUTER SOFTWARE STORES
Corporate Resources,20/04/2023,CLOUDFLARE,8.18,COMPUTER SOFTWARE STORES
Corporate Resources,20/04/2023,CLOUDFLARE,7.41,COMPUTER SOFTWARE STORES
Corporate Resources,20/04/2023,CLOUDFLARE,8.19,COMPUTER SOFTWARE STORES
Corporate Resources,20/04/2023,CLOUDFLARE,7.41,COMPUTER SOFTWARE STORES
Corporate Resources,20/04/2023,CLOUDFLARE,8.19,COMPUTER SOFTWARE STORES
Corporate Resources,20/04/2023,,.23,
Corporate Resources,20/04/2023,,.22,
Corporate Resources,20/04/2023,,.20,
Corporate Resources,20/04/2023,,.20,
Corporate Resources,20/04/2023,,.23,
Corporate Resources,20/04/2023,,.22,
Corporate Resources,20/04/2023,CLOUDFLARE,8.18,COMPUTER SOFTWARE STORES
Corporate Resources,25/04/2023,TSOHOST,"2,111.87",DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS
Corporate Resources,02/05/2023,GSUITE_DERBY.GOV.UK,60.70,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS"
Corporate Resources,03/05/2023,AWS EMEA,£193.89,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
Corporate Resources,03/05/2023,AWS EMEA,£8.50,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
Corporate Resources,04/05/2023,BUSINESS MONTHLY,£49.99,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS"
Corporate Resources,09/05/2023,,£0.31,
Corporate Resources,09/05/2023,CLOUDFLARE,£11.15,COMPUTER SOFTWARE STORES
Corporate Resources,02/06/2023,GSUITE_DERBY.GOV.UK,£60.70,COMPUTER NETWORK/INFORMATION SERVICES
Corporate Resources,05/06/2023,,£0.31,
Corporate Resources,05/06/2023,,£0.31,
Corporate Resources,05/06/2023,,£0.61,
Corporate Resources,05/06/2023,,£0.67,
Corporate Resources,05/06/2023,,£0.67,
Corporate Resources,05/06/2023,BUSINESS MONTHLY,£49.99,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS"
Corporate Resources,05/06/2023,AWS EMEA,£8.49,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
Corporate Resources,05/06/2023,CLOUDFLARE,£11.42,COMPUTER SOFTWARE STORES
Corporate Resources,05/06/2023,CLOUDFLARE,£11.42,COMPUTER SOFTWARE STORES
Corporate Resources,05/06/2023,CLOUDFLARE,£24.51,COMPUTER SOFTWARE STORES
Corporate Resources,05/06/2023,CLOUDFLARE,£24.49,COMPUTER SOFTWARE STORES
Corporate Resources,05/06/2023,CLOUDFLARE,£22.18,COMPUTER SOFTWARE STORES
Corporate Resources,06/06/2023,AWS EMEA,£193.26,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
Corporate Resources,09/06/2023,,£0.31,
Corporate Resources,09/06/2023,CLOUDFLARE,£11.30,COMPUTER SOFTWARE STORES
Corporate Resources,19/06/2023,,£0.31,
Corporate Resources,19/06/2023,,£0.60,
Corporate Resources,19/06/2023,,£0.31,
Corporate Resources,19/06/2023,CLOUDFLARE,£11.19,COMPUTER SOFTWARE STORES
Corporate Resources,19/06/2023,CLOUDFLARE,£21.74,COMPUTER SOFTWARE STORES
Corporate Resources,19/06/2023,CLOUDFLARE,£11.19,COMPUTER SOFTWARE STORES
Corporate Resources,03/07/2023,AWS EMEA,£8.31,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
Corporate Resources,03/07/2023,AWS EMEA,£190.40,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
Corporate Resources,03/07/2023,GSUITE_DERBY.GOV.UK,£60.69,COMPUTER NETWORK/INFORMATION SERVICES
People Services,06/04/2023,DELICIOUS TAKEAWAY,11.40,FAST FOOD RESTAURANTS
People Services,06/04/2023,ASDA SUPERSTORE,10.55,"GROCERY STORES, SUPERMARKETS"
People Services,11/04/2023,MCDONALDS 308,5.31,"EATING PLACES, RESTAURANTS"
People Services,11/04/2023,ODEON CINEMAS,59.00,MOTION PICTURE THEATERS
People Services,11/04/2023,TESCO STORE,10.00,"GROCERY STORES, SUPERMARKETS"
People Services,21/04/2023,ASDA SUPERSTORE,98.43,"GROCERY STORES, SUPERMARKETS"
People Services,28/04/2023,ASDA SUPERSTORE,156.18,"GROCERY STORES, SUPERMARKETS"
People Services,03/05/2023,ASDA SUPERSTORE,£111.84,"GROCERY STORES, SUPERMARKETS"
People Services,05/05/2023,OSMASTON PARK,£14.50,DISCOUNT STORES
People Services,05/05/2023,MCDONALDS 308,£12.58,"EATING PLACES, RESTAURANTS"
People Services,05/05/2023,B&M 021 - NORMANTON,£64.50,SUNDRY GENERAL MERCHANDISE
People Services,05/05/2023,B&M 021 - NORMANTON,£5.34,SUNDRY GENERAL MERCHANDISE
People Services,09/05/2023,ASDA SUPERSTORE,£190.65,"GROCERY STORES, SUPERMARKETS"
People Services,18/05/2023,ASDA SUPERSTORE,£6.25,"GROCERY STORES, SUPERMARKETS"
People Services,18/05/2023,MCDONALDS 308,£6.28,"EATING PLACES, RESTAURANTS"
People Services,18/05/2023,B&M 021 - NORMANTON,£3.25,SUNDRY GENERAL MERCHANDISE
People Services,22/05/2023,ASDA SUPERSTORE,£13.45,"GROCERY STORES, SUPERMARKETS"
People Services,22/05/2023,TESCO STORE,£10.00,"GROCERY STORES, SUPERMARKETS"
Corporate Resources,16/06/2023,WWW.BANNERUK.COM,£27.00,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.
People Services,05/06/2023,COSTA COFFEE 43011763,£10.15,FAST FOOD RESTAURANTS
People Services,05/06/2023,KFC DERBY METEOR CENTR,£2.99,FAST FOOD RESTAURANTS
People Services,05/06/2023,THE RANGE,£16.96,SUNDRY HOUSE FURNISHING SPECIALTY SHOPS
People Services,26/06/2023,ODEON CINEMAS,£11.50,MOTION PICTURE THEATRES
Corporate Resources,06/04/2023,SRA,197.00,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED"
People Services,04/04/2023,AMAZON.CO.UK 0A48F91M5,39.99,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
People Services,04/04/2023,WWW.ARGOS.CO.UK,113.95,DEPARTMENT STORES
People Services,05/04/2023,AMZNMKTPLACE,39.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,11/04/2023,AMZNMKTPLACE,63.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,11/04/2023,AMZNMKTPLACE,9.95,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,11/04/2023,AMZNMKTPLACE,33.38,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,11/04/2023,AMZNMKTPLACE,17.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,11/04/2023,AMZNMKTPLACE,95.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,17/04/2023,AMAZON.CO.UK EF3JL2O65,28.00,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
People Services,20/04/2023,WWW.ARGOS.CO.UK,40.95,DEPARTMENT STORES
People Services,03/05/2023,WWW.ARGOS.CO.UK,£68.95,DEPARTMENT STORES
People Services,16/05/2023,AMAZON.CO.UK 704W70BA5,£44.00,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
People Services,16/05/2023,HALFORDS E.COMM,£40.00,"AUTOMOTIVE PARTS, ACCESSORIES STORES"
People Services,22/05/2023,WWW.ARGOS.CO.UK,£153.95,DEPARTMENT STORES
People Services,30/05/2023,SMYTHS TOYS,£36.99,"GAME, TOY, AND HOBBY SHOPS"
People Services,02/06/2023,AMZNMKTPLACE AMAZON.CO,£99.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,02/06/2023,AMZNMKTPLACE AMAZON.CO,£45.59,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,03/07/2023,WWW.ARGOS.CO.UK,£163.95,DEPARTMENT STORES
People Services,03/07/2023,WWW.ARGOS.CO.UK,£115.95,DEPARTMENT STORES
People Services,19/04/2023,HM PASSPORT OFFICE,53.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,19/04/2023,HM PASSPORT OFFICE,53.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,19/04/2023,HM PASSPORT OFFICE,53.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,25/04/2023,GEN REGISTER OFFICE,-7.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,28/04/2023,GEN REGISTER OFFICE,28.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,28/04/2023,FCDO,35.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,12/05/2023,NAS SCOTLAND PEOPLE,£13.37,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,18/05/2023,HM PASSPORT OFFICE,£53.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,19/05/2023,DRIVING LICENCE WEB,£34.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,19/05/2023,GEN REGISTER OFFICE,£14.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,19/05/2023,HM PASSPORT OFFICE,£53.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,19/05/2023,HM PASSPORT OFFICE,£58.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,23/05/2023,GEN REGISTER OFFICE,-£7.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,01/06/2023,FCDO,£35.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,01/06/2023,FCDO,£35.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,01/06/2023,FCDO,£65.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,05/06/2023,HM PASSPORT OFFICE,£58.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,05/06/2023,HM PASSPORT OFFICE,£58.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,05/06/2023,GEN REGISTER OFFICE,£42.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,05/06/2023,HM PASSPORT OFFICE,£82.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,12/06/2023,GEN REGISTER OFFICE,-£14.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,14/06/2023,HM PASSPORT OFFICE,£58.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,14/06/2023,HM PASSPORT OFFICE,£58.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,14/06/2023,HM PASSPORT OFFICE,£58.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,14/06/2023,HM PASSPORT OFFICE,£82.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,28/06/2023,FCDO,-£35.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,30/06/2023,FCDO,-£30.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,19/06/2023,ASDA GROCERIES ONLINE,£182.86,"GROCERY STORES, SUPERMARKETS"
People Services,19/06/2023,ASDA SUPERSTORE,£12.70,"GROCERY STORES, SUPERMARKETS"
People Services,19/06/2023,UBER    EATS,£51.39,"EATING PLACES, RESTAURANTS"
People Services,19/06/2023,UBER    EATS,£21.94,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED)
People Services,21/06/2023,SUBWAY 62535 SINFIN,£9.97,FAST FOOD RESTAURANTS
People Services,21/06/2023,ASDA SUPERSTORE,£160.21,"GROCERY STORES, SUPERMARKETS"
People Services,26/06/2023,OSMASTON PARK,£49.99,DISCOUNT STORES
People Services,11/04/2023,KFC DERBY METEOR CENTR,13.48,FAST FOOD RESTAURANTS
People Services,11/04/2023,ODEON DERBY,28.09,MOTION PICTURE THEATERS
People Services,11/04/2023,ODEON DERBY,1.00,MOTION PICTURE THEATERS
People Services,17/04/2023,ASDA SUPERSTORE,24.60,"GROCERY STORES, SUPERMARKETS"
People Services,18/04/2023,ASDA GROCERIES ONLINE,-1.35,"GROCERY STORES, SUPERMARKETS"
People Services,18/04/2023,ASDA GROCERIES ONLINE,178.38,"GROCERY STORES, SUPERMARKETS"
People Services,19/04/2023,ASDA SUPERSTORE,9.66,"GROCERY STORES, SUPERMARKETS"
People Services,20/04/2023,ASDA SUPERSTORE,34.20,"GROCERY STORES, SUPERMARKETS"
People Services,25/04/2023,TESCO STORE,10.15,"GROCERY STORES, SUPERMARKETS"
People Services,25/04/2023,ASDA SUPERSTORE,104.94,"GROCERY STORES, SUPERMARKETS"
People Services,02/05/2023,B&M 465 - HS DERBY,40.00,MISCELLANEOUS GENERAL MERCHANDISE
People Services,02/05/2023,JUST EAT,24.20,FAST FOOD RESTAURANTS
People Services,03/05/2023,MICROSOFT XBOX,£6.99,DIGITAL GOODS GAMES
People Services,05/05/2023,AMZN DIGITAL,£19.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,15/05/2023,ODEON CINEMAS,£65.48,MOTION PICTURE THEATRES
People Services,19/05/2023,ASDA SUPERSTORE,£61.15,"GROCERY STORES, SUPERMARKETS"
People Services,30/05/2023,ASDA SUPERSTORE,£99.61,"GROCERY STORES, SUPERMARKETS"
People Services,30/05/2023,AMZN DIGITAL,£19.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,30/05/2023,ASDA SUPERSTORE,£16.70,"GROCERY STORES, SUPERMARKETS"
People Services,30/05/2023,KFC,£20.58,FAST FOOD RESTAURANTS
People Services,30/05/2023,HAWK CYCLES,£44.99,BICYCLE SHOPS - SALES AND SERVICE
People Services,30/05/2023,MCDONALDS 308,£14.92,"EATING PLACES, RESTAURANTS"
People Services,30/05/2023,SINFIN FISH BAR,£7.70,FAST FOOD RESTAURANTS
People Services,31/05/2023,ASDA SUPERSTORE,£47.60,"GROCERY STORES, SUPERMARKETS"
People Services,05/06/2023,MICROSOFT XBOX LIVE GO,£6.99,DIGITAL GOODS GAMES
People Services,05/06/2023,ASDA SUPERSTORE,£7.80,"GROCERY STORES, SUPERMARKETS"
People Services,27/06/2023,ASDA SUPERSTORE,£29.30,"GROCERY STORES, SUPERMARKETS"
People Services,27/06/2023,ASDA GROCERIES ONLINE,£195.13,"GROCERY STORES, SUPERMARKETS"
People Services,28/06/2023,B&M 021 - NORMANTON,£26.73,SUNDRY GENERAL MERCHANDISE
People Services,28/06/2023,ALDI,£16.63,"GROCERY STORES, SUPERMARKETS"
People Services,28/06/2023,MCDONALDS 308,£10.59,"EATING PLACES, RESTAURANTS"
People Services,03/07/2023,MICROSOFT XBOX LIVE GO,£6.99,DIGITAL GOODS GAMES
People Services,03/07/2023,ASDA SUPERSTORE,£112.72,"GROCERY STORES, SUPERMARKETS"
People Services,26/06/2023,BKG HOTEL AT BOOKING.C,£79.99,TRAVEL AGENCIES AND TOUR OPERATORS
People Services,05/04/2023,EB  DINOSAURS ARE IN D,4.00,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,05/04/2023,ASDA GROCERIES ONLINE,189.98,"GROCERY STORES, SUPERMARKETS"
People Services,05/04/2023,ASDA GROCERIES ONLINE,-.65,"GROCERY STORES, SUPERMARKETS"
People Services,11/04/2023,TESCO STORE,25.00,"GROCERY STORES, SUPERMARKETS"
People Services,11/04/2023,ASDA SUPERSTORE,141.42,"GROCERY STORES, SUPERMARKETS"
People Services,12/04/2023,AMZNMKTPLACE,21.69,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,12/04/2023,ASDA SUPERSTORE,.70,"GROCERY STORES, SUPERMARKETS"
People Services,19/04/2023,DERBION CENTRE,1.50,AUTOMOBILE PARKING LOTS AND GARAGES
People Services,24/04/2023,SELECTA U.K. LIMITED,1.80,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,24/04/2023,MCDONALDS 308,8.32,"EATING PLACES, RESTAURANTS"
People Services,24/04/2023,SELECTA U.K. LIMITED,1.00,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,24/04/2023,SELECTA U.K. LIMITED,1.00,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,24/04/2023,SELECTA U.K. LIMITED,1.00,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,24/04/2023,MCDONALDS 308,13.79,"EATING PLACES, RESTAURANTS"
People Services,26/04/2023,TESCO STORE,25.00,"GROCERY STORES, SUPERMARKETS"
People Services,26/04/2023,KFC,11.96,FAST FOOD RESTAURANTS
People Services,02/05/2023,MCDONALDS 308,7.72,"EATING PLACES, RESTAURANTS"
People Services,04/05/2023,SELECTA U.K. LIMITED,£1.00,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,04/05/2023,SELECTA U.K. LIMITED,£1.80,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,04/05/2023,ROYAL DERBY HOSPITAL R,£19.15,"EATING PLACES, RESTAURANTS"
People Services,09/05/2023,CHOCOLATE AND WAFFLES,£8.50,"CANDY, NUT, CONFECTIONERY STORES"
People Services,09/05/2023,HTTPS://LASERQUESTDERB,£64.75,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED)
People Services,09/05/2023,MERLIN ATTRACTIONS OPE,£7.00,"THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY"
People Services,09/05/2023,ALTON TOWERS,£68.00,"AMUSEMENT PARKS,CARNIVALS,CIRCUS,FORTUNE TELLERS"
People Services,09/05/2023,ARAMARK ALTON TOWERS,£23.60,CATERERS
People Services,09/05/2023,MERLIN ATTRACTIONS OPE,£18.20,"AMUSEMENT PARKS,CARNIVALS,CIRCUS,FORTUNE TELLERS"
People Services,09/05/2023,ALTON TOWERS,-£100.00,"AMUSEMENT PARKS,CARNIVALS,CIRCUS,FORTUNE TELLERS"
People Services,09/05/2023,SELECTA U.K. LIMITED,£1.00,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,09/05/2023,ALTON TOWERS,£100.00,"AMUSEMENT PARKS,CARNIVALS,CIRCUS,FORTUNE TELLERS"
People Services,09/05/2023,ALTON TOWERS,£136.00,"AMUSEMENT PARKS,CARNIVALS,CIRCUS,FORTUNE TELLERS"
People Services,10/05/2023,LASER QUEST,£6.50,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED)
People Services,12/05/2023,ASDA SUPERSTORE,£1.35,"GROCERY STORES, SUPERMARKETS"
People Services,24/05/2023,ASDA SUPERSTORE,£12.00,"GROCERY STORES, SUPERMARKETS"
People Services,19/06/2023,TESCO STORE,£2.25,"GROCERY STORES, SUPERMARKETS"
People Services,19/06/2023,ASDA SUPERSTORE,£42.34,"GROCERY STORES, SUPERMARKETS"
People Services,19/06/2023,AMZN DIGITAL,£20.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,20/06/2023,ASDA GROCERIES ONLINE,£199.55,"GROCERY STORES, SUPERMARKETS"
People Services,20/06/2023,ASDA GROCERIES ONLINE,-£0.50,"GROCERY STORES, SUPERMARKETS"
People Services,21/06/2023,B&M 465 - HS DERBY,£110.35,SUNDRY GENERAL MERCHANDISE
People Services,28/06/2023,SELECTA U.K. LIMITED,£1.40,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,03/07/2023,MCDONALDS 308,£8.86,"EATING PLACES, RESTAURANTS"
People Services,03/07/2023,AMZN DIGITAL,£20.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,11/04/2023,WWW.ARGOS.CO.UK,-40.00,DEPARTMENT STORES
People Services,24/04/2023,STOKE COUNCIL,33.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,27/04/2023,AMZNMKTPLACE AMAZON.CO,32.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,02/05/2023,WWW.ARGOS.CO.UK,92.95,DEPARTMENT STORES
People Services,04/05/2023,HM PASSPORT OFFICE,£58.50,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,23/05/2023,IKEA LTD SHOP ONLINE,£53.00,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)"
People Services,05/06/2023,FAST KEY SERVICES LIMI,£8.08,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,06/04/2023,TESCO STORES 2404,30.00,"GROCERY STORES, SUPERMARKETS"
People Services,19/04/2023,TESCO STORES 2404,32.20,"GROCERY STORES, SUPERMARKETS"
People Services,19/04/2023,B & Q 1328,22.00,HOME SUPPLY WAREHOUSE STORES
People Services,28/04/2023,GARDENING EXPRESS LTD,140.74,MISCELLANEOUS GENERAL MERCHANDISE
People Services,10/05/2023,TESCO STORES 2404,£20.46,"GROCERY STORES, SUPERMARKETS"
People Services,10/05/2023,TESCO STORES 2404,£12.55,"GROCERY STORES, SUPERMARKETS"
People Services,22/05/2023,TESCO STORES 2404,£28.60,"GROCERY STORES, SUPERMARKETS"
People Services,25/05/2023,HOMEBASE LTD 042,£198.00,HOME SUPPLY WAREHOUSE STORES
People Services,25/05/2023,HOMEBASE LTD 042,£148.00,HOME SUPPLY WAREHOUSE STORES
People Services,25/05/2023,HOMEBASE LTD 042,£115.00,HOME SUPPLY WAREHOUSE STORES
People Services,25/05/2023,HOMEBASE LTD 042,£128.00,HOME SUPPLY WAREHOUSE STORES
People Services,31/05/2023,GARDENING EXPRESS LTD,-£11.98,SUNDRY GENERAL MERCHANDISE
People Services,01/06/2023,B & Q 1328,£31.16,HOME SUPPLY WAREHOUSE STORES
People Services,02/06/2023,AMZNMKTPLACE AMAZON.CO,£39.94,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,05/06/2023,TESCO STORES 2404,£18.70,"GROCERY STORES, SUPERMARKETS"
People Services,08/06/2023,AMZNMKTPLACE,£16.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,12/06/2023,TIMPSON LTD,£13.50,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,23/06/2023,B & Q 1328,£152.00,HOME SUPPLY WAREHOUSE STORES
People Services,23/06/2023,B & Q 1328,£108.00,HOME SUPPLY WAREHOUSE STORES
People Services,26/06/2023,TESCO STORES 2404,£24.76,"GROCERY STORES, SUPERMARKETS"
People Services,29/06/2023,HOMEBASE LTD 042,£126.50,HOME SUPPLY WAREHOUSE STORES
Communities and Place,11/04/2023,FACEBK 5S36UNBVL2,100.00,ADVERTISING SERVICES
Communities and Place,18/04/2023,FACEBK 462VGNPUL2,71.99,ADVERTISING SERVICES
Communities and Place,27/06/2023,GOOGLE ADS3793895289,£200.00,ADVERTISING SERVICES
Communities and Place,27/06/2023,GOOGLE ADS3793895289,£100.00,ADVERTISING SERVICES
Communities and Place,30/06/2023,GOOGLE ADS3793895289,£350.00,ADVERTISING SERVICES
Communities and Place,03/07/2023,GOOGLE ADS3793895289,£31.16,ADVERTISING SERVICES
People Services,13/04/2023,DERBY CITY COUNCIL TEL,52.30,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,02/05/2023,AMAZON.CO.UK QM4WD4GV5,99.98,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
People Services,17/05/2023,WWW.ARGOS.CO.UK,£18.94,DEPARTMENT STORES
People Services,30/06/2023,AMAZON.CO.UK 0J2IB39Z5,£47.99,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
People Services,29/06/2023,AMZNMKTPLACE,£7.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,29/06/2023,AMZNMKTPLACE,£24.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,30/06/2023,CENTRAL ENG COOP,£6.05,"GROCERY STORES, SUPERMARKETS"
People Services,03/07/2023,BOOTS 0023,£2.49,"DRUG STORES, PHARMACIES"
People Services,03/07/2023,GDK DERBY,£18.46,FAST FOOD RESTAURANTS
People Services,03/07/2023,DERBY HOUSE OF FRASER,£154.45,MEN'S AND WOMEN'S CLOTHING STORES
People Services,03/07/2023,DEICHMANN SE 0083,£11.98,SHOE STORES
